Time,Latitude,Longitude,Altitude,GroundSpeed,IdAircraft,ModelAircraft
2013-09-04 04:37:52.000,45.6855,8.72871,1.028699967082,300.023890791304,1972,A319
2013-09-04 04:38:52.000,45.7099,8.68275,1.516379951476,415.773848658319,1972,A319
2013-09-04 04:39:54.000,45.6814,8.58588,2.484119920508,520.782210435275,1972,A319
2013-09-04 04:40:54.000,45.6494,8.47944,3.45185988954,589.676585357723,1972,A319
2013-09-04 04:41:53.000,45.6098,8.36149,4.335779861255,650.977763044094,1972,A319
2013-09-04 04:42:52.000,45.5921,8.22621,5.151119835164,681.535751920986,1972,A319
2013-09-04 04:43:53.000,45.6268,8.08731,6.027419807123,700.61134497747,1972,A319
2013-09-04 04:44:54.000,45.6608,7.94164,6.888479779569,709.31574180907,1972,A319
2013-09-04 04:45:56.000,45.6952,7.79171,7.490459760305,750.244926910847,1972,A319
2013-09-04 04:46:56.000,45.7302,7.63756,8.153399739091,768.950120102156,1972,A319
2013-09-04 04:47:55.000,45.7662,7.47821,8.854439716658,770.246519630267,1972,A319
2013-09-04 04:48:54.000,45.8251,7.34784,9.654539691055,743.207329472532,1972,A319
2013-09-04 04:49:55.000,45.9145,7.25258,10.325099669597,727.465335202618,1972,A319
2013-09-04 04:50:56.000,46.0032,7.15773,10.363199668378,725.428135944159,1972,A319
2013-09-04 04:51:56.000,46.0965,7.08076,10.363199668378,725.057736078984,1972,A319
2013-09-04 04:52:58.000,46.1905,7.00372,10.363199668378,725.057736078984,1972,A319
2013-09-04 04:53:57.000,46.2855,6.92578,10.363199668378,725.057736078984,1972,A319
2013-09-04 04:54:56.000,46.38,6.84803,10.363199668378,724.131736416048,1972,A319
2013-09-04 04:55:57.000,46.4743,6.77005,10.363199668378,723.390936685699,1972,A319
2013-09-04 04:56:57.000,46.567,6.69322,10.363199668378,723.390936685699,1972,A319
2013-09-04 04:57:57.000,46.6598,6.6202,10.363199668378,727.465335202618,1972,A319
2013-09-04 04:58:57.000,46.7687,6.60198,10.363199668378,731.539733719537,1972,A319
2013-09-04 04:59:57.000,46.881,6.58493,10.363199668378,731.539733719537,1972,A319
2013-09-04 05:00:56.000,46.9894,6.56927,10.363199668378,729.502534461077,1972,A319
2013-09-04 05:01:54.000,47.0933,6.55419,10.363199668378,713.019740460814,1972,A319
2013-09-04 05:02:57.000,47.2076,6.53771,10.363199668378,727.650535135205,1972,A319
2013-09-04 05:03:57.000,47.3147,6.5221,10.363199668378,727.650535135205,1972,A319
2013-09-04 05:04:54.000,47.416,6.50713,10.363199668378,727.835735067792,1972,A319
2013-09-04 05:05:54.000,47.5285,6.49031,10.363199668378,713.019740460814,1972,A319
2013-09-04 05:06:57.000,47.6417,6.47362,10.363199668378,727.650535135205,1972,A319
2013-09-04 05:07:57.000,47.7488,6.45756,10.363199668378,727.835735067792,1972,A319
2013-09-04 05:08:58.000,47.8597,6.44109,10.363199668378,727.650535135205,1972,A319
2013-09-04 05:09:52.000,47.9566,6.42666,10.370819668134,725.98373574192,1972,A319
2013-09-04 05:10:50.000,48.0634,6.41045,10.363199668378,724.131736416048,1972,A319
2013-09-04 05:11:52.000,48.173,6.39383,10.363199668378,724.131736416048,1972,A319
2013-09-04 05:12:41.000,48.2595,6.38059,10.363199668378,724.131736416048,1972,A319
2013-09-04 05:13:55.000,48.3943,6.3601,10.363199668378,724.131736416048,1972,A319
2013-09-04 05:14:54.000,48.4993,6.34404,10.363199668378,725.98373574192,1972,A319
2013-09-04 05:15:53.000,48.6039,6.32784,10.363199668378,725.98373574192,1972,A319
2013-09-04 05:16:54.000,48.7151,6.31059,10.363199668378,725.98373574192,1972,A319
2013-09-04 05:17:49.000,48.8138,6.28808,10.363199668378,720.427737764303,1972,A319
2013-09-04 05:18:54.000,48.9274,6.26083,10.363199668378,718.575738438431,1972,A319
2013-09-04 05:19:51.000,49.0295,6.23705,10.363199668378,716.723739112559,1972,A319
2013-09-04 05:20:49.000,49.1299,6.21371,10.363199668378,717.649738775495,1972,A319
2013-09-04 05:21:54.000,49.2467,6.18639,10.355579668621,700.055745179709,1972,A319
2013-09-04 05:22:54.000,49.3526,6.1616,10.363199668378,716.723739112559,1972,A319
2013-09-04 05:23:49.000,49.4504,6.13831,10.363199668378,719.872137966542,1972,A319
2013-09-04 05:24:49.000,49.5572,6.11322,10.157459674961,725.057736078984,1972,A319
2013-09-04 05:25:53.000,49.6719,6.08592,9.837419685203,716.723739112559,1972,A319
2013-09-04 05:26:54.000,49.7844,6.05889,9.5249996952,729.687734393665,1972,A319
2013-09-04 05:27:52.000,49.8917,6.03313,9.22781970471,748.207727652387,1972,A319
2013-09-04 05:28:49.000,49.9967,6.00779,8.67155972251,751.726526371544,1972,A319
2013-09-04 05:29:53.000,50.1139,5.97924,7.985759744456,716.723739112559,1972,A319
2013-09-04 05:30:55.000,50.2249,5.9522,7.315199765914,698.203745853837,1972,A319
2013-09-04 05:31:53.000,50.324,5.92712,6.751319783958,668.571756639881,1972,A319
