Time,Latitude,Longitude,Altitude,GroundSpeed,IdAircraft,ModelAircraft
2013-09-01 13:08:52.000,53.3325,-2.8726,0.100584294072,256.316706700719,1939,A319
2013-09-01 13:09:51.000,53.3293,-2.94288,0.626364277247,344.101474747063,1939,A319
2013-09-01 13:10:54.000,53.3167,-3.04729,1.380744253106,443.183438681228,1939,A319
2013-09-01 13:11:54.000,53.248,-3.02516,2.439924219213,571.156592099,1939,A319
2013-09-01 13:12:53.000,53.1811,-2.91075,3.102864197999,691.906948145871,1939,A319
2013-09-01 13:13:52.000,53.089,-2.8668,4.03250416825,693.018147741394,1939,A319
2013-09-01 13:14:52.000,52.9765,-2.84485,4.823459845649,743.762929270294,1939,A319
2013-09-01 13:16:00.000,52.8453,-2.83455,5.654039819071,770.987319360616,1939,A319
2013-09-01 13:16:55.000,52.7357,-2.82837,6.3093597981,805.990106619601,1939,A319
2013-09-01 13:17:51.000,52.6226,-2.82402,7.033259774936,811.360904664631,1939,A319
2013-09-01 13:18:53.000,52.5098,-2.81996,7.848599748845,796.359710125066,1939,A319
2013-09-01 13:19:56.000,52.3735,-2.81578,8.229599736653,772.283718888726,1939,A319
2013-09-01 13:21:00.000,52.2594,-2.86107,8.229599736653,755.800924888463,1939,A319
2013-09-01 13:21:55.000,52.1741,-2.96417,8.237219736409,770.802119428029,1939,A319
2013-09-01 13:22:56.000,52.0794,-3.07751,8.244839736165,777.469317001169,1939,A319
2013-09-01 13:23:53.000,51.9901,-3.18384,8.244839736165,773.765318349424,1939,A319
2013-09-01 13:24:57.000,51.8905,-3.30215,8.229599736653,758.578923877272,1939,A319
2013-09-01 13:25:53.000,51.8058,-3.4063,8.21435973714,753.578525697417,1939,A319
2013-09-01 13:26:54.000,51.7137,-3.51911,8.221979736897,755.060125158114,1939,A319
2013-09-01 13:27:55.000,51.6199,-3.63365,8.138159739579,755.060125158114,1939,A319
2013-09-01 13:28:59.000,51.5209,-3.75389,7.292339766645,755.245325090702,1939,A319
2013-09-01 13:29:55.000,51.4374,-3.85383,6.941819777862,707.463742483198,1939,A319
2013-09-01 13:30:58.000,51.3515,-3.9537,6.431279794199,663.015758662264,1939,A319
2013-09-01 13:31:58.000,51.2714,-4.04646,6.088379805172,624.494172684121,1939,A319
2013-09-01 13:33:00.000,51.1989,-4.13019,6.095999804928,559.303796413418,1939,A319
2013-09-01 13:33:54.000,51.1366,-4.20272,5.661659818827,556.710997357197,1939,A319
2013-09-01 13:34:51.000,51.0723,-4.27094,4.838699845162,583.19458771717,1939,A319
2013-09-01 13:35:51.000,50.997,-4.34364,4.160519866863,594.676983537578,1939,A319
2013-09-01 13:36:15.000,50.9667,-4.3734,3.870959876129,577.823789672141,1939,A319
2013-09-01 13:37:19.000,50.8899,-4.44842,3.390899891491,555.970197626848,1939,A319
2013-09-01 13:38:27.000,50.8126,-4.52477,3.108959900513,492.261420816843,1939,A319
2013-09-01 13:39:28.000,50.7468,-4.57474,2.712719913193,485.964623108877,1939,A319
2013-09-01 13:40:27.000,50.6818,-4.61641,2.316479925873,478.001026007627,1939,A319
