Time,Latitude,Longitude,Altitude,GroundSpeed,IdAircraft,ModelAircraft
2013-09-01 14:55:59.000,51.8342,-0.442868,0.983286723265,373.363064095845,1223,A319
2013-09-01 14:56:55.000,51.8107,-0.51176,1.7071867001,432.812242456344,1223,A319
2013-09-01 14:57:58.000,51.8801,-0.53885,2.857806663281,473.185827760359,1223,A319
2013-09-01 14:59:00.000,51.9579,-0.54673,3.718866635727,543.747002076091,1223,A319
2013-09-01 15:00:00.000,52.0445,-0.55512,4.663746605491,591.343384751008,1223,A319
2013-09-01 15:00:58.000,52.1325,-0.5614,5.402579827117,597.454982526386,1223,A319
2013-09-01 15:02:00.000,52.2253,-0.57312,6.126479803953,628.198171335866,1223,A319
2013-09-01 15:03:01.000,52.3229,-0.59402,6.789419782739,650.60736317892,1223,A319
2013-09-01 15:03:56.000,52.3993,-0.67174,7.376159763963,664.497358122962,1223,A319
2013-09-01 15:04:57.000,52.4873,-0.761871,7.962899745187,683.387751246859,1223,A319
2013-09-01 15:05:55.000,52.5729,-0.8503,8.412479730801,711.723340932704,1223,A319
2013-09-01 15:06:56.000,52.6642,-0.945053,8.892539715439,736.725331831979,1223,A319
2013-09-01 15:07:56.000,52.7598,-1.04515,9.555479694225,709.31574180907,1223,A319
2013-09-01 15:08:57.000,52.8505,-1.13795,10.18031967423,705.611743157325,1223,A319
2013-09-01 15:09:58.000,52.9463,-1.21834,10.698479657649,699.129745516773,1223,A319
2013-09-01 15:10:58.000,53.0361,-1.29419,10.980419648627,668.571756639881,1223,A319
2013-09-01 15:11:58.000,53.1288,-1.3729,10.97279964887,700.796544910058,1223,A319
2013-09-01 15:13:00.000,53.2261,-1.45569,10.97279964887,705.611743157325,1223,A319
2013-09-01 15:13:57.000,53.3146,-1.53157,10.980419648627,708.204542213547,1223,A319
2013-09-01 15:14:57.000,53.409,-1.61303,10.980419648627,713.204940393402,1223,A319
2013-09-01 15:16:00.000,53.509,-1.69949,10.980419648627,713.204940393402,1223,A319
2013-09-01 15:16:58.000,53.5999,-1.77845,10.980419648627,711.538141000117,1223,A319
2013-09-01 15:17:58.000,53.694,-1.86089,10.965179649114,704.870943426977,1223,A319
2013-09-01 15:18:57.000,53.7868,-1.94246,10.965179649114,701.537344640407,1223,A319
2013-09-01 15:19:57.000,53.8821,-2.01155,10.97279964887,698.759345651598,1223,A319
2013-09-01 15:21:01.000,53.9874,-2.06955,10.97279964887,705.056143359564,1223,A319
2013-09-01 15:21:57.000,54.0748,-2.14171,10.980419648627,704.130143696628,1223,A319
2013-09-01 15:22:58.000,54.1665,-2.2387,10.97279964887,699.500145381947,1223,A319
2013-09-01 15:23:58.000,54.255,-2.33295,10.97279964887,701.352144707819,1223,A319
2013-09-01 15:24:59.000,54.3474,-2.43161,10.980419648627,705.611743157325,1223,A319
2013-09-01 15:25:56.000,54.4319,-2.52217,10.97279964887,705.611743157325,1223,A319
2013-09-01 15:27:00.000,54.5271,-2.62476,10.980419648627,704.870943426977,1223,A319
2013-09-01 15:27:50.000,54.6009,-2.70482,10.896599651309,702.463344303343,1223,A319
2013-09-01 15:28:53.000,54.6951,-2.80751,10.058399678131,685.239750572731,1223,A319
2013-09-01 15:30:00.000,54.7908,-2.91229,9.265919703491,684.313750909795,1223,A319
2013-09-01 15:31:00.000,54.8771,-3.00693,8.542019726655,673.572154819736,1223,A319
2013-09-01 15:31:58.000,54.9573,-3.09581,8.069579741773,658.57096028017,1223,A319
2013-09-01 15:32:58.000,55.04,-3.18795,7.368539764207,641.162166616971,1223,A319
