OriginCode,DestinCode,WeekDay,HourDeparture,ModelAircraft,Duration
LIPZ,LSGG,2,17,A319,47
EGGW,EHAM,7,11,A319,41
EHAM,EGGW,7,12,A319,50
EGGW,LFPG,1,14,A319,49
LFPG,EGGW,1,16,A319,54
LIMC,EGGW,1,20,A319,83
LFPO,LIMB,1,9,A320,54
LIPZ,LFPO,4,18,A320,83
LIMB,LFPO,3,11,A320,65
LIPZ,LFPO,4,8,A320,78
LSGG,LFPO,4,19,A320,45
EGGD,EGPH,2,5,A320,51
EGPH,EGGD,2,7,A320,55
EGKK,EGAA,1,14,A319,66
EGAA,EGBB,1,15,A319,41
EGBB,EGAA,1,17,A319,46
EGAA,EGKK,1,18,A319,59
EGAA,EGSS,2,5,A319,53
EGSX,EGAA,2,6,A319,53
EGAA,EGKK,2,8,A319,61
EGKK,EGAA,2,10,A319,66
LFPG,EGAA,2,15,A319,82
EGAA,EGKK,2,17,A319,57
EGKK,EGAA,2,19,A319,61
EGAA,EGGP,2,21,A319,30
EGGP,EGAA,2,23,A319,30
EGAA,EGCC,3,6,A319,38
EGCC,EGAA,3,7,A319,36
EGAA,EGPH,3,16,A319,37
EGPH,EGAA,3,17,A319,27
EGAA,EGSS,4,5,A319,52
EGSS,EGAA,4,6,A319,51
EGAA,EGKK,4,8,A319,56
EGKK,EGAA,4,10,A319,71
EGAA,LFPG,4,12,A319,82
LFPG,EGAA,4,15,A319,81
LIMC,EHAM,5,18,A319,95
EHAM,LIMC,6,17,A319,65
EDLN,EGKK,7,16,A319,56
EGKK,EDDH,2,6,A319,70
EDDH,EGKK,2,8,A319,82
LSZH,EGKK,4,8,A319,78
LIMB,EGKK,5,15,A319,89
LSZH,EGKK,5,20,A319,80
EGKK,EDDH,6,18,A319,76
EDDH,EGKK,6,20,A319,81
EGKK,LIRP,7,5,A319,107
LIRP,EGKK,7,8,A319,100
EDDK,EGKK,1,13,A319,56
EGKK,EGNS,1,15,A319,59
EGNS,EGKK,1,17,A319,57
EGKK,EKCH,2,19,A319,90
LOWI,EGKK,4,9,A320,92
EGKK,EGPH,5,17,A320,58
EGPH,EGKK,5,19,A320,63
EGPH,EGKK,6,15,A320,78
EGKK,EHAM,1,13,A320,48
EHAM,EGKK,1,15,A320,70
EGKK,EGPH,2,5,A320,64
EGPH,EGKK,2,7,A320,67
EGKK,EHAM,2,9,A320,52
EHAM,EGKK,2,11,A320,50
LSGG,EGKK,5,15,A320,77
EGKK,EGPH,5,17,A320,66
EGPH,EGKK,5,19,A320,63
EGKK,LSGG,6,17,A320,67
EGAA,EGGP,1,13,A319,31
EGGP,EGAA,1,14,A319,32
EGAA,EGKK,2,5,A319,65
EGKK,EKCH,5,19,A319,94
EKCH,EGKK,6,4,A319,91
EGGD,EGNT,4,5,A319,49
EGGD,EHAM,4,14,A319,57
EHAM,EGGD,4,16,A319,73
EGGD,EGNT,5,5,A319,47
EGGD,EGNT,3,5,A319,48
EGGD,EGPF,4,6,A319,56
EGPF,EGGD,4,8,A319,54
EGGD,EGPF,4,15,A319,53
EGPF,EGGD,4,17,A319,53
EGGD,EGNT,5,5,A319,48
LIRP,EGGD,6,9,A319,121
EGGD,EHAM,6,11,A319,57
EHAM,EGGD,6,13,A319,65
EGPF,EGGD,6,17,A319,51
LSGG,EGGD,1,12,A319,88
EGGD,EGPF,2,6,A319,52
EGPF,EGGD,2,8,A319,50
EGGD,EGPF,2,15,A319,52
EGPF,EGGD,2,17,A319,55
LFML,EGKK,1,8,A319,95
LFBD,EGKK,1,12,A319,72
EGKK,EGNS,1,15,A319,50
EGNS,EGKK,1,17,A319,50
EGKK,EHAM,3,18,A320,46
EHAM,EGKK,3,20,A320,42
EGKK,LSGG,6,13,A320,83
EGKK,EHAM,1,15,A320,54
EHAM,EGKK,1,17,A320,56
LSGG,EGKK,4,15,A320,77
EGKK,EGPH,4,17,A320,68
EGPH,EGKK,4,19,A320,59
EGKK,EGPF,5,19,A320,64
EGPF,EGKK,5,20,A320,69
EGKK,EGPH,6,18,A320,64
EGPH,EGKK,6,19,A320,63
EGKK,LSGG,2,13,A320,68
EGKK,EGPH,2,17,A320,64
EGPH,EGKK,2,19,A320,58
EGKK,EHAM,3,6,A320,48
EHAM,EGKK,3,9,A320,50
EGKK,EKCH,6,6,A320,93
EKCH,EGKK,6,8,A320,105
EGGD,EGPF,1,12,A319,58
EGPF,EGGD,1,14,A319,50
EGGD,EGPF,2,6,A319,59
EGPF,EGGD,2,7,A319,52
EGGD,EGPF,2,15,A319,55
EGPF,EGGD,2,17,A319,49
EGGD,EGPF,3,6,A319,52
EGPF,EGGD,3,8,A319,57
EGGD,EGPF,3,15,A319,54
EGPF,EGGD,3,17,A319,58
EGGD,EGPF,4,6,A319,58
EGPF,EGGD,4,8,A319,51
EGGD,EGPF,4,15,A319,55
EGPF,EGGD,4,16,A319,56
EGAA,EGGD,6,13,A319,58
EGGD,EGPF,6,15,A319,58
EGPF,EGGD,6,17,A319,66
EGGD,EHAM,7,5,A319,68
EHAM,EGGD,7,7,A319,54
EGGD,LFPG,7,9,A319,53
EGGD,EGPF,1,12,A319,54
EGPF,EGGD,1,14,A319,46
EGAA,EGGD,6,13,A319,47
EGGD,EGPH,6,15,A319,51
EGPH,EGGD,6,17,A319,55
EGGD,EGPF,6,18,A319,53
EGPF,EGGD,6,20,A319,56
EGGD,EGPH,7,6,A319,54
EGGD,EGPH,1,12,A319,53
EGPH,EGGD,1,14,A319,61
EGGD,EGPH,1,16,A319,56
EGPH,EGGD,1,17,A319,57
EGGD,EGPH,1,19,A319,52
EGPH,EGGD,1,21,A319,56
EGGD,EKCH,2,12,A319,93
EKCH,EGGD,2,15,A319,110
EGAA,EGGD,4,7,A319,44
EGGD,EGPH,4,15,A319,63
EGPH,EGGD,4,17,A319,48
EGGD,EGPF,4,19,A319,61
EGAA,EGGD,6,13,A319,45
EGGD,EGPH,6,15,A319,56
EGPH,EGGD,6,17,A319,51
EGGD,EGPF,6,19,A319,59
EGPF,EGGD,6,20,A319,51
LSZH,EGGW,7,14,A319,86
LSZH,EGGW,1,16,A319,78
EGGW,EDDH,3,13,A319,67
EDDH,EGGW,3,15,A319,73
EGGW,EHAM,4,5,A319,43
EHAM,EGGW,4,6,A319,53
EGGW,EHAM,4,8,A319,41
EHAM,EGGW,4,10,A319,51
EGKK,EHAM,2,7,A319,62
EHAM,EGKK,2,9,A319,48
LSGG,EGKK,1,9,A319,75
EGKK,EGPD,1,11,A319,66
EGPD,EGKK,1,13,A319,70
EDLN,EGKK,3,16,A319,59
EGKK,EGPF,3,18,A319,59
LIMC,EGGW,4,20,A319,90
EGGW,EHAM,6,5,A319,55
EHAM,EGGW,6,6,A319,44
EGGW,EHAM,6,8,A319,53
EHAM,EGGW,6,10,A319,42
LFBD,EGGW,6,14,A319,70
EGGW,EDDH,2,13,A319,62
EGGW,EGPH,2,17,A319,56
EGPH,EGGW,2,18,A319,54
EDLW,EGGW,4,7,A319,53
EGGW,EHAM,4,15,A319,47
EHAM,EGGW,4,17,A319,58
EGGW,EGAC,4,19,A319,51
EGAA,EGCC,5,6,A319,40
EGAA,EGGP,5,16,A319,29
EGGP,EGAA,5,17,A319,31
EGAA,EGKK,6,12,A319,69
EGKK,EGAA,6,20,A319,57
EGAA,EGNT,7,6,A319,39
EGAA,EGPF,1,13,A319,30
EGPF,EHAM,1,14,A319,70
EHAM,EGAA,1,16,A319,84
EGAA,EGGW,1,18,A319,51
EGGW,EGAA,1,19,A319,55
EGAA,EGGW,2,6,A319,49
EGAA,EGGD,2,15,A319,47
EGAA,EGGD,2,18,A319,45
EGGD,EGAA,2,20,A319,60
EGAA,EGBB,3,17,A319,37
EGBB,EGAA,3,18,A319,42
EGAA,EGKK,4,5,A319,57
EGKK,EGAA,4,7,A319,71
EGAA,EGBB,4,17,A319,37
EGBB,EGAA,4,18,A319,41
EGKK,EGAA,5,20,A319,62
EGAA,EGCC,6,6,A319,44
EGCC,EGAA,6,7,A319,35
EGAA,EGGP,6,15,A319,33
EGGP,EGAA,6,17,A319,36
EGAA,EGCC,7,19,A319,37
EGCC,EGAA,7,20,A319,36
EGAA,EGPF,1,13,A319,34
EGPF,EHAM,1,14,A319,66
EHAM,EGAA,1,16,A319,72
EGAA,EGGW,1,18,A319,48
EGGW,EGAA,1,19,A319,50
EGAA,EGGD,2,15,A319,48
EGGD,EGAA,2,17,A319,57
EGAA,EGGD,2,18,A319,47
EGGD,EGAA,2,20,A319,45
EGAA,EGKK,3,5,A319,64
EGKK,EGAA,3,8,A319,87
EGAA,EGBB,3,17,A319,36
EGBB,EGAA,3,18,A319,42
EGAA,EGKK,4,5,A319,71
EGKK,EGAA,4,8,A319,70
EGAA,EGBB,4,17,A319,49
EGBB,EGAA,4,18,A319,42
EGAA,LFPG,5,12,A319,80
LFPG,EGAA,5,15,A319,88
EGAA,EGKK,5,17,A319,64
EGKK,EGAA,5,19,A319,62
EGAA,EGKK,6,5,A319,58
EGKK,EGAA,6,7,A319,64
EGAA,EGPH,6,9,A319,34
EGPH,EGAA,6,10,A319,27
EGAA,EGPH,6,19,A319,33
EGPH,EGAA,6,20,A319,32
EGCC,EGAA,7,22,A319,40
EGAA,EGNT,1,13,A319,36
EGNT,EGAA,1,15,A319,38
EGAA,EGSS,1,17,A319,66
EGAA,EGGD,1,20,A319,45
EGGD,EGAA,1,21,A319,42
EGAA,EGKK,2,5,A319,58
LSGG,EGCC,3,10,A320,86
EGCC,EHAM,2,6,A320,60
EHAM,EGCC,2,8,A320,62
EGCC,EHAM,4,6,A320,58
EHAM,EGCC,4,8,A320,76
EGCC,EKCH,4,10,A320,85
EKCH,EGCC,4,12,A320,107
EGCC,EHAM,6,17,A320,57
EHAM,EGCC,6,19,A320,66
EBBR,LIMC,2,17,A319,54
EGKK,EGAA,3,7,A319,67
EGAA,EGBB,3,17,A319,43
EGBB,EGAA,3,18,A319,42
EGKK,EGAA,4,7,A319,80
EGAA,EGCC,5,6,A319,45
EGCC,EGAA,5,7,A319,33
EGAA,EGGP,5,15,A319,33
EGGP,EGAA,5,17,A319,35
EGAA,EGKK,6,5,A319,65
EGKK,EGAA,6,7,A319,50
EGAA,EGPH,6,9,A319,30
EGPH,EGAA,6,10,A319,31
EGAA,EGPH,6,19,A319,29
EGPH,EGAA,6,20,A319,28
EGAA,EGNT,7,6,A319,38
EGAA,EGPF,1,13,A319,26
EGPF,EHAM,1,14,A319,73
EHAM,EGAA,1,16,A319,70
EGAA,EGGW,1,18,A319,44
EGGW,EGAA,1,19,A319,54
EGAA,EGCC,2,6,A319,34
EGCC,EGAA,2,7,A319,35
EGAA,EGGP,2,15,A319,32
EGGP,EGAA,2,17,A319,32
EGAA,EGKK,3,13,A319,61
EGKK,EGAA,3,21,A319,59
EGKK,EGAC,4,20,A319,56
EGAA,EGKK,5,5,A319,64
EGKK,EGAA,5,7,A319,59
EGAA,EGBB,5,17,A319,44
EGBB,EGAA,5,18,A319,38
EGAA,EGKK,6,5,A319,59
EGPH,EGAA,6,10,A319,30
EGAA,EGPH,6,19,A319,37
EGPH,EGAA,6,20,A319,28
EGAA,EGSS,7,13,A319,52
EGSS,EGAA,7,14,A319,53
EGAA,EGNT,1,13,A319,32
EGNT,EGAA,1,14,A319,46
EGAA,EGSS,1,15,A319,55
EGSS,EGAA,1,17,A319,55
EGAA,EGGD,1,19,A319,50
EGGD,EGAA,1,20,A319,55
EGKK,EGAA,2,20,A319,68
EGAA,EHAM,3,15,A319,72
EHAM,EGAA,3,17,A319,79
EGAA,EGGD,3,19,A319,48
EGGD,EGAA,3,20,A319,49
EGAA,EGCC,4,6,A319,35
EGCC,EGAA,4,7,A319,36
EGAA,EGGW,5,6,A319,49
EGAA,EGSS,5,15,A319,54
EGSX,EGAA,5,17,A319,56
EGAA,EGGD,5,18,A319,45
EGGD,EGAA,5,20,A319,56
EGKK,EGAA,6,20,A319,64
EGAA,EGNT,1,12,A319,37
EGNT,EGAA,1,14,A319,37
EGAA,EGSS,1,15,A319,47
EGSS,EGAA,1,17,A319,49
EGAA,EGGD,1,19,A319,50
EGGD,EGAA,1,20,A319,49
EGAA,EGKK,2,12,A319,61
EGAA,EGCC,3,6,A319,37
EGCC,EGAA,3,7,A319,35
EGAA,EGPH,3,16,A319,41
EGPH,EGAA,3,17,A319,34
EGAA,EGBB,4,6,A319,44
EGBB,EGAA,4,7,A319,43
EGAA,EGPH,4,15,A319,28
EGPH,EGAA,4,17,A319,33
EGAA,EGGW,5,6,A319,47
EGAA,EGSS,5,15,A319,53
EGSS,EGAA,5,17,A319,56
EGAA,EGGD,5,18,A319,49
EGGD,EGAA,5,20,A319,49
EGAA,EGGW,6,6,A319,51
EGAA,EGSS,6,15,A319,63
EGSS,EGAA,6,17,A319,53
EGAA,EGGD,6,18,A319,47
EGGD,EGAA,6,20,A319,47
EGAA,EGNT,7,6,A319,36
EGPF,EHAM,1,14,A319,70
EHAM,EGAA,1,16,A319,74
EGAA,EGGW,1,18,A319,52
EGGW,EGAA,1,19,A319,49
EGAA,EGKK,2,13,A319,64
EGKK,EGAA,2,20,A319,60
EGGD,EGAA,1,11,A319,54
EGAA,EGGD,1,13,A319,48
EGGD,LSGG,1,15,A319,80
LSGG,EGGD,1,17,A319,82
EGGD,EGPF,1,19,A319,60
EGPF,EGGD,1,21,A319,49
EGGD,EHAM,2,5,A319,60
EHAM,EGGD,2,7,A319,66
EGGD,EGPH,2,15,A319,58
EGPH,EGGD,2,17,A319,52
EGGD,EGPH,2,18,A319,55
EGPH,EGGD,2,20,A319,59
EGAA,EGGD,3,7,A319,52
LFML,EGGD,3,11,A319,96
EGGD,EGPH,3,15,A319,51
EGPH,EGGD,3,17,A319,54
EGNT,EGGD,3,20,A319,48
EGAA,EGGD,5,7,A319,51
EGGD,EGPH,5,15,A319,52
EGPH,EGGD,5,17,A319,59
EGGD,EGPF,5,18,A319,46
EGPF,EGGD,5,20,A319,58
EGGD,EGPH,6,5,A319,47
EGGD,EGPH,6,13,A319,50
EGPH,EGGD,6,15,A319,61
EGGD,EGPH,7,6,A319,50
EGPH,EGGD,7,7,A319,57
EGPE,EGGD,1,13,A319,62
EGGD,EHAM,1,15,A319,63
EHAM,EGGD,1,17,A319,53
EGGD,EHAM,2,5,A319,62
EHAM,EGGD,2,7,A319,65
EGGD,EGPF,2,15,A319,61
EGPF,EGGD,2,17,A319,50
EGAA,EGGD,3,7,A319,48
EGGD,EGPH,3,16,A319,57
EGPH,EGGD,3,17,A319,55
EGGD,EGNT,3,19,A319,51
EGNT,EGGD,3,20,A319,38
EGAA,EGGD,4,7,A319,45
EGGD,EGPH,4,15,A319,66
EGPH,EGGD,4,17,A319,49
EGGD,EGPF,4,18,A319,57
EGPF,EGGD,4,20,A319,47
EGGD,LFPG,5,15,A319,56
LFPG,EGGD,5,17,A319,50
EGGW,LFPG,6,7,A319,50
LFPG,EGGW,6,9,A319,50
EGGW,LFBD,6,12,A319,73
LFBD,EGGW,6,14,A319,79
EGGW,LFPG,1,14,A319,52
LFPG,EGGW,1,16,A319,68
EGGW,EGPF,2,6,A319,56
EGPF,LFPG,2,8,A319,82
LFPG,EGPF,2,10,A319,91
LFPG,EGGW,2,16,A319,54
LFPG,EGGW,2,20,A319,45
EGMC,EHAM,3,17,A319,43
EHAM,EGMC,3,19,A319,44
EGGW,EHAM,4,5,A319,55
EHAM,EGGW,4,6,A319,56
EGGW,EHAM,4,8,A319,45
EHAM,EGGW,4,10,A319,50
LSZH,EGGW,4,14,A319,93
EGGW,EGPD,5,18,A319,63
EGPD,EGGW,5,20,A319,56
EGGW,EGPD,6,18,A319,66
EGPD,EGGW,6,20,A319,58
EGGW,EGAA,7,10,A319,59
EGAA,EGGW,7,12,A319,49
EGGW,EHAM,1,6,A319,45
EHAM,EGGW,1,8,A319,38
EGGW,EHAM,1,15,A319,44
EHAM,EGGW,1,17,A319,44
EGGW,EGPF,1,18,A319,53
EGPF,EGGW,1,20,A319,53
EGGW,EGPF,2,6,A319,53
EGPF,LFPG,2,7,A319,85
LFPG,EGPF,2,10,A319,77
EGPF,EGGW,2,12,A319,50
EGGW,LFPG,2,14,A319,48
LFPG,EGGW,2,16,A319,60
EGPD,EGGW,2,20,A319,62
EGSS,EGPH,3,15,A319,60
EGPH,EHAM,3,17,A319,68
EHAM,EGSS,3,19,A319,49
EGGW,LFPG,4,5,A319,62
LFPG,EGGW,4,6,A319,51
EGGW,LFPG,5,5,A319,52
LFPG,EGGW,5,6,A319,51
EGGW,EGPD,6,18,A319,60
EGPD,EGGW,6,20,A319,60
EGGW,EHAM,7,5,A319,42
EHAM,EGGW,7,6,A319,43
EGGW,EGPH,7,8,A319,45
EGPH,EGGW,7,9,A319,49
EGGW,LSZH,7,12,A319,71
LSZH,EGGW,7,14,A319,79
LIMC,EBBR,2,4,A319,68
EGGP,EGAA,1,16,A320,33
EGPH,EGKK,2,16,A320,69
EGKK,EHAM,5,5,A320,46
EHAM,EGKK,5,7,A320,68
EGKK,EHAM,6,5,A320,57
EHAM,EGKK,6,7,A320,50
EGKK,EHAM,2,5,A320,55
EGKK,EHAM,6,5,A320,46
EHAM,EGKK,6,7,A320,54
EGKK,EHAM,2,5,A320,52
EHAM,EGKK,2,7,A320,54
EDDH,EGKK,2,8,A319,78
EGKK,LFMN,3,5,A319,93
LIPZ,LFMN,4,16,A319,48
LIMC,LFPG,6,17,A319,61
LIMC,EBBR,1,4,A319,63
EBBR,LIMC,1,6,A319,57
LIMC,EBBR,5,4,A319,72
EGKK,EGAA,5,19,A319,59
EGBB,EGAA,6,7,A319,44
EGAA,EHAM,6,9,A319,73
EHAM,EGAA,6,11,A319,88
EGAA,EGCC,6,14,A319,38
EGCC,EGAA,6,16,A319,36
EGAA,EGBB,6,17,A319,46
EGBB,EGAA,6,19,A319,41
EGAA,EGBB,7,6,A319,46
EGBB,EGAA,7,7,A319,54
EGAA,EGKK,7,9,A319,55
EGKK,EGAA,7,11,A319,59
EGAA,EGSS,7,13,A319,51
EGSS,EGAA,7,14,A319,57
EGAA,EGBB,1,12,A319,43
EGBB,EGAA,1,14,A319,44
EGAA,EGKK,1,15,A319,61
EGKK,EGAA,1,17,A319,61
EGAA,EGGP,1,19,A319,28
EGGP,EGAA,1,20,A319,30
EGAA,EGBB,2,6,A319,39
EGBB,EGAA,2,7,A319,38
EGAA,EHAM,2,9,A319,77
EGAA,EGCC,2,14,A319,39
EGCC,EGAA,2,16,A319,35
EGBB,EGAA,2,18,A319,46
EGAA,EGSS,3,5,A319,52
EGSS,EGAA,3,6,A319,52
EGAA,EGKK,3,9,A319,75
EGKK,EGAA,3,11,A319,63
EGAA,EGKK,3,13,A319,70
EGAA,EGSS,4,5,A319,50
EGSS,EGAA,4,7,A319,52
EGAA,EGKK,4,8,A319,62
EGKK,EGAA,4,11,A319,66
EGAA,LFPG,4,12,A319,84
LFPG,EGAA,4,15,A319,88
EGAA,EGKK,4,17,A319,66
EGKK,EGAA,4,19,A319,61
EGAA,EGSS,5,5,A319,54
EGSS,EGAA,5,6,A319,56
EGAA,EGKK,5,8,A319,58
EGKK,EGAA,5,10,A319,64
EGAA,EGKK,5,12,A319,61
EGKK,EGAA,5,20,A319,66
EGAA,EGSS,6,5,A319,53
EGSS,EGAA,6,7,A319,52
EGAA,EGKK,6,8,A319,58
EGKK,EGAA,6,10,A319,65
EGAA,LFPG,6,12,A319,81
LFPG,EGAA,6,14,A319,84
EGAA,EGKK,6,17,A319,68
EGKK,EGAA,6,19,A319,58
EGAA,EGSS,7,5,A319,55
EGSS,EGAA,7,6,A319,53
EGAA,EHAM,7,8,A319,83
EHAM,EGAA,7,10,A319,82
EGKK,EGAA,7,20,A319,63
EGAA,EGBB,1,12,A319,40
EGBB,EGAA,1,13,A319,45
EGAA,EGKK,1,15,A319,62
EGKK,EGAA,1,17,A319,68
EGAA,EGGP,1,19,A319,31
EGGP,EGAA,1,20,A319,31
EGAA,EGBB,2,6,A319,40
EGBB,EGAA,2,7,A319,49
EGAA,EHAM,2,9,A319,78
EHAM,EGAA,2,11,A319,73
EGAA,EGCC,2,14,A319,38
EGCC,EGAA,2,16,A319,38
EGAA,EGBB,2,17,A319,43
EGBB,EGAA,2,18,A319,46
EGGD,EHAM,3,14,A320,55
EHAM,EGGD,3,16,A320,63
EGGD,EGPH,3,5,A320,61
EGGD,EHAM,3,14,A320,61
EHAM,EGGD,3,16,A320,52
EGGD,EGAA,5,14,A320,51
EGAA,EGGD,5,16,A320,46
EGGD,EHAM,5,17,A320,61
EHAM,EGGD,5,19,A320,50
EGGD,EGNT,6,5,A320,49
EGGD,EHAM,6,14,A320,56
EHAM,EGGD,6,16,A320,55
EGGD,EKCH,1,12,A320,98
EKCH,EGGD,1,15,A320,103
EGAA,EGGD,2,7,A320,47
EGGD,EGPH,2,9,A320,57
EGPH,EGGD,2,11,A320,49
EGGD,LFPG,5,15,A320,54
EGGD,EGNT,3,18,A320,42
EGNT,EGGD,3,20,A320,45
EGGD,EGPH,4,5,A320,52
EGPH,EGGD,4,7,A320,55
EGGD,EGPH,5,5,A320,56
EGPH,EGGD,5,7,A320,53
LSGG,EGGD,5,11,A320,90
EGGD,EGPH,5,13,A320,56
EGPH,EGGD,5,15,A320,54
EKCH,EGCC,2,14,A319,98
LIMC,LFPG,1,14,A319,64
LIMC,LFPG,1,18,A319,64
LFPG,LIMC,1,20,A319,60
LIMC,EHAM,3,14,A319,83
LIMC,EHAM,5,9,A319,87
EGKK,EGAA,2,7,A319,56
EGAA,EGPH,2,9,A319,28
EGPH,EGAA,2,10,A319,31
EGAA,EGCC,2,20,A319,39
EGNT,EGAA,1,19,A320,35
EGAA,EGNT,1,21,A320,34
EGNT,EGAA,2,19,A320,38
EGAA,EGNT,2,20,A320,31
EGNT,EGGD,3,6,A320,54
EGNT,EGGD,4,19,A320,52
EGGD,EGNT,4,20,A320,43
EGNT,EGGD,5,19,A320,52
EGGD,EGNT,5,20,A320,39
EGNT,EGAA,6,19,A320,31
EGAA,EGNT,6,20,A320,34
EGNT,EGAA,7,6,A320,32
EGCC,EHAM,3,6,A320,49
EHAM,EGCC,3,8,A320,61
EGCC,EKCH,3,9,A320,91
EHAM,EGKK,5,20,A320,59
EGKK,LSGG,7,17,A320,76
EGKK,EHAM,2,5,A320,57
EGKK,EHAM,3,5,A320,49
EHAM,EGKK,3,7,A320,51
EGKK,EHAM,5,5,A320,50
EHAM,EGKK,5,7,A320,58
EGKK,EKCH,6,6,A320,92
EKCH,EGKK,6,8,A320,87
EGKK,EHAM,5,5,A320,45
EHAM,EGKK,5,7,A320,60
EGCC,EHAM,1,18,A319,51
EGCC,EDDH,2,14,A319,71
EDDH,EGCC,2,16,A319,78
EGCC,EHAM,2,18,A319,52
EHAM,EGCC,2,19,A319,57
EGCC,EDDH,4,13,A319,83
EDDH,EGCC,4,15,A319,76
EGCC,EHAM,4,18,A319,50
EHAM,EGCC,4,19,A319,55
EGCC,EHAM,1,13,A319,57
EHAM,EGCC,1,15,A319,49
EGCC,EDDH,3,14,A319,78
EDDH,EGCC,3,16,A319,77
EGCC,EHAM,3,19,A319,77
EHAM,EGCC,3,21,A319,66
EGCC,EGAA,5,18,A319,31
EGAA,EGCC,5,19,A319,35
EKCH,EGCC,6,19,A319,88
EGCC,EHAM,1,18,A319,59
EHAM,EGCC,1,20,A319,57
EGCC,EDDH,2,13,A319,67
EDDH,EGCC,2,15,A319,81
EGCC,EHAM,2,18,A319,52
EHAM,EGCC,2,19,A319,65
EGCC,EDDH,4,13,A319,69
EDDH,EGCC,4,15,A319,79
EGCC,EHAM,4,18,A319,49
EHAM,EGCC,4,19,A319,66
EGCC,LSGG,6,17,A319,89
LIPZ,EGCC,7,10,A319,130
EGCC,EHAM,1,13,A319,53
EHAM,EGCC,1,15,A319,66
EGCC,EDDH,5,13,A319,67
EDDH,EGCC,5,15,A319,85
EGCC,EHAM,5,18,A319,48
EHAM,EGCC,5,20,A319,72
LSGG,EGCC,6,20,A319,86
EGCC,EGAA,7,6,A319,39
EGAA,EGCC,7,7,A319,35
EKCH,EGCC,7,11,A319,107
EGCC,EGAA,1,11,A319,36
EGAA,EGCC,1,13,A319,37
EGCC,EDDH,1,15,A319,69
EDDH,EGCC,1,17,A319,91
EGCC,EGAA,1,19,A319,39
EGAA,EGCC,1,20,A319,36
EGCC,EDDH,2,13,A319,71
EDDH,EGCC,2,16,A319,84
EGCC,EHAM,2,18,A319,59
EHAM,EGCC,2,20,A319,58
EGKK,EDLE,1,17,A319,51
EDLN,EGKK,1,19,A319,51
EGKK,EGPD,2,17,A319,68
EGPD,EGKK,2,19,A319,80
EGKK,EGNS,4,13,A319,54
EGKK,EDDM,4,17,A319,72
LIPZ,EGKK,5,19,A319,105
EGKK,EGPH,1,11,A319,66
EGPH,EGKK,1,13,A319,73
EGGW,EGPD,2,18,A319,69
EGPD,EGGW,2,20,A319,55
EGGW,EHAM,4,18,A319,46
EHAM,EGGW,4,19,A319,50
EGGW,EGAA,5,6,A319,54
EGGW,EDLW,5,15,A319,44
EDLW,EGGW,5,17,A319,53
EGGW,EHAM,6,5,A319,43
EHAM,EGGW,6,6,A319,54
EGGW,EHAM,6,8,A319,42
EGGW,LFBD,6,12,A319,72
LFBD,EGGW,6,14,A319,80
EGGW,LFBD,1,12,A319,73
LFBD,EGGW,1,14,A319,74
LSGG,EGGW,3,8,A319,77
EGGW,EHAM,3,18,A319,51
EHAM,EGGW,3,19,A319,54
EGGW,EGPH,4,18,A319,52
EGPH,EGGW,4,19,A319,55
EDDK,EGKK,5,20,A319,55
EGKK,EHAM,7,11,A319,64
EHAM,EGKK,7,13,A319,50
EGKK,EHAM,7,14,A319,53
EHAM,EGKK,7,16,A319,53
LSGG,EGGW,1,8,A319,77
EGGW,EGPF,1,11,A319,56
EGPF,EGGW,1,12,A319,55
EGGW,EDLW,1,14,A319,51
EDLA,EGGW,1,16,A319,65
EGGW,LFPG,1,18,A319,49
LFPG,EGGW,1,20,A319,45
LSGG,EGGW,2,8,A319,83
EGKK,EHAM,5,7,A319,46
EHAM,EGKK,5,9,A319,55
EGKK,LFBD,1,10,A319,67
LFBD,EGKK,1,12,A319,82
EGKK,EHAM,2,7,A319,44
EHAM,EGKK,2,9,A319,47
EGKK,EDDH,3,6,A319,76
EDDH,EGKK,3,8,A319,77
LIMC,EGKK,2,5,A319,101
EGGP,LFPG,4,15,A319,57
LFPG,EGGP,4,17,A319,70
EGGP,EGAA,4,19,A319,33
EGGP,LFPG,5,15,A319,73
EGAA,EGGP,5,21,A319,29
EGGP,EHAM,6,5,A319,68
EHAM,EGGP,6,7,A319,68
EGGP,EGAA,6,9,A319,31
EGAA,EGGP,6,10,A319,31
EGGP,EHAM,2,5,A319,64
EGGP,EGAA,2,8,A319,31
EGAA,EGGP,2,10,A319,32
EGJJ,EGGP,2,14,A319,47
EGJJ,EGGP,3,13,A319,45
EGGP,LFPG,3,15,A319,69
LFPG,EGGP,3,17,A319,65
EGGP,EGAA,3,19,A319,28
EGAA,EGGP,3,20,A319,33
EGGP,EGAA,4,12,A319,33
EGAA,EGGP,4,13,A319,34
EGNS,EGGP,4,16,A319,22
EGGP,LFPG,5,15,A319,62
LFPG,EGGP,5,17,A319,69
EGGP,EGAA,5,19,A319,37
EGAA,EGGP,5,20,A319,27
EGGP,EHAM,6,13,A319,54
EHAM,EGGP,6,14,A319,67
EGGP,LFPG,1,15,A319,93
EGGP,EGAA,1,19,A319,35
EGAA,EGGP,1,21,A319,33
EGGP,EHAM,2,5,A319,70
EHAM,EGGP,2,7,A319,65
EGGP,EGAA,2,9,A319,32
EGAA,EGGP,2,10,A319,33
EGGW,LSZH,1,14,A319,65
LSZH,EGGW,1,16,A319,77
