OriginCode;DestinCode;WeekDay;HourDeparture;ModelAircraft;FlightDuration
LIMC ;LFPG ;1;17;A319;66.03333333333333
EGPH ;EGGD ;1;17;A319;233.8
EGKK ;EGKK ;1;17;A319;202.95
EGGW ;EGGW ;1;18;A319;170.6
EGGP ;EGGP ;1;18;A320;174.86666666666667
EGKK ;EGKK ;1;18;A319;160.86666666666667
EGGW ;LFPG ;1;18;A319;49.983333333333334
EGGW ;EGGW ;1;18;A320;152.95
EGKK ;EGKK ;1;18;A319;191.0
EGPH ;EGPH ;1;18;A320;145.9
EGCC ;EGCC ;1;18;A319;116.41666666666667
EGKK ;EGKK ;1;18;A319;158.03333333333333
EGPH ;EGPH ;1;18;A319;164.3
EGKK ;EKCH ;1;19;A319;84.98333333333333
EGPF ;EGPF ;1;19;A319;97.43333333333334
LSGG ;LFPO ;1;19;A320;48.4
EHAM ;LIMN ;1;19;A319;74.18333333333334
LIMC ;LFPG ;1;19;A319;66.95
EHAM ;EGNT ;1;19;A319;55.916666666666664
LSZH ;EGKK ;1;19;A319;78.61666666666666
EGNT ;EGNT ;1;19;A320;117.5
LIPZ ;LFPG ;1;20;A319;80.96666666666667
EGGP ;EGGP ;1;20;A319;91.15
LIMC ;EGKK ;1;20;A319;94.73333333333333
EGNT ;EGNT ;1;20;A319;131.93333333333334
EGAA ;EGAA ;1;20;A319;93.63333333333334
EGGW ;EHAM ;2;5;A319;242.63333333333333
EGGW ;LFPG ;2;5;A319;48.25
EGAA ;EGAA ;2;5;A319;370.95
EGPH ;EGKK ;2;5;A319;65.58333333333333
EGAA ;EGAA ;2;5;A319;180.68333333333334
EGPF ;EGPF ;2;5;A319;300.26666666666665
EGGD ;EGNT ;2;5;A319;51.9
EGGP ;EGGP ;2;5;A319;318.78333333333336
EGKK ;EDLE ;2;5;A319;58.1
EGGD ;EGPH ;2;5;A320;61.083333333333336
EGPH ;EGSS ;2;5;A320;259.56666666666666
EGKK ;EGKK ;2;5;A320;154.58333333333334
EGSS ;EGSS ;2;5;A319;204.3
EGPH ;EGGW ;2;6;A320;52.016666666666666
EGPF ;EGPF ;2;6;A319;83.03333333333333
EGGP ;EGGP ;2;6;A319;102.33333333333333
EGPF ;EGGW ;2;6;A319;52.43333333333333
EGAA ;EGGW ;2;6;A319;47.65
EGNT ;EGNT ;2;6;A319;112.83333333333333
EGGW ;LFPG ;2;6;A319;193.1
EGAA ;EGCC ;2;6;A319;43.1
EGNT ;EGGD ;2;6;A320;46.6
EGPF ;EGKK ;2;6;A320;60.483333333333334
EGPH ;EGPH ;2;6;A319;103.86666666666666
EGMC ;EGMC ;2;6;A319;162.05
EGKK ;EGJJ ;2;6;A319;191.36666666666667
EGKK ;EGKK ;2;6;A319;231.13333333333333
EGAA ;EGBB ;2;6;A319;43.016666666666666
EGMC ;EGDG ;2;6;A319;50.15
EGCC ;EKCH ;2;6;A320;309.1
EGSS ;EGSS ;2;6;A319;129.38333333333333
EGKK ;EDDH ;2;6;A319;76.8
EGKK ;EGKK ;2;6;A319;194.73333333333332
LFBZ ;LFPG ;2;7;A319;72.55
EGKK ;EGKK ;2;7;A319;152.81666666666666
EGKK ;EGPH ;2;7;A319;63.083333333333336
EGAA ;EGGD ;2;7;A319;48.083333333333336
EDLD ;EGKK ;2;7;A319;52.8
EDLW ;EGGW ;2;7;A319;54.65
EGPF ;EGGD ;2;7;A319;50.28333333333333
LFPG ;EGGW ;2;8;A319;49.7
EGCC ;EGAA ;2;8;A319;35.733333333333334
EGBB ;EGAA ;2;8;A319;43.21666666666667
EDDH ;EGKK ;2;8;A319;77.83333333333333
LIMC ;LIEE ;2;8;A320;72.76666666666667
EHAM ;EGGW ;2;10;A319;45.78333333333333
LIMC ;LFPG ;2;10;A319;62.15
LFPG ;EGGW ;2;10;A319;185.51666666666668
EGSS ;EGPH ;2;11;A320;52.0
EGKK ;LFBD ;2;11;A319;65.73333333333333
EGSS ;EGPH ;2;11;A319;252.03333333333333
EGGP ;EGGP ;2;12;A319;99.9
EGSS ;EGSS ;2;12;A320;162.38333333333333
EGAA ;EGKK ;2;12;A319;329.8666666666667
EGMC ;EGPH ;2;12;A319;63.95
EGGW ;EDDH ;2;13;A319;63.93333333333333
EGAA ;EGKK ;2;13;A319;61.78333333333333
EGCC ;LIPZ ;2;13;A319;112.41666666666667
LIMC ;LFPG ;2;13;A320;64.55
EGKK ;EGPF ;2;14;A320;444.8
EGKK ;EGKK ;2;14;A319;140.93333333333334
LFBD ;EGGP ;2;14;A319;100.78333333333333
EGGD ;EHAM ;2;14;A320;61.05
EGGW ;EGGW ;2;14;A319;167.8
EGCC ;EGCC ;2;14;A319;215.58333333333334
LJLJ ;EGSS ;2;14;A319;103.51666666666667
LIMC ;EHAM ;2;14;A319;88.01666666666667
EGPF ;EGPF ;2;14;A319;390.3666666666667
LFPG ;EGPH ;2;15;A319;82.6
EGMC ;EGMC ;2;15;A319;145.11666666666667
EGGD ;EGGD ;2;15;A319;160.13333333333333
EGGD ;EGGD ;2;15;A319;153.11666666666667
EGGW ;EGAA ;2;15;A319;245.23333333333332
EGSS ;EGSS ;2;15;A319;137.75
EGGP ;LFPG ;2;15;A319;62.28333333333333
LIMC ;LFPG ;2;15;A319;64.48333333333333
EGKK ;EGKK ;2;15;A319;161.88333333333333
ELLX ;EGKK ;2;15;A319;53.88333333333333
EGGP ;EGGP ;2;15;A319;101.8
EDDH ;EGGW ;2;15;A319;66.16666666666667
EGAA ;EGAA ;2;15;A319;227.3
EGNT ;EGNT ;2;15;A319;110.96666666666667
EHAM ;EGKK ;2;15;A319;42.516666666666666
EGAA ;EGAA ;2;16;A319;107.01666666666667
EGGD ;EGGD ;2;16;A319;317.03333333333336
LIPZ ;EGCC ;2;16;A319;297.28333333333336
EGPH ;EGSS ;2;16;A320;57.81666666666667
EGPH ;EGKK ;2;16;A319;68.51666666666667
EHAM ;EGGD ;2;16;A320;52.016666666666666
EGKK ;EGKK ;2;16;A319;170.21666666666667
EGKK ;EKCH ;2;16;A320;91.03333333333333
EKCH ;EGSS ;2;16;A319;274.15
EGGP ;EGGP ;2;17;A319;193.53333333333333
EDLN ;EGKK ;2;17;A319;54.18333333333333
EGKK ;EGKK ;2;17;A320;176.18333333333334
EGGW ;EGGW ;2;17;A319;144.01666666666668
EGKK ;EGPF ;2;17;A319;66.35
EGPH ;EGPH ;2;17;A319;147.15
EGPH ;EHAM ;2;17;A319;99.93333333333334
EGAA ;EGAA ;2;17;A319;120.05
EGKK ;EGKK ;2;17;A319;195.01666666666668
LIMC ;LFPG ;2;17;A319;66.0
LFPG ;EGGP ;2;17;A319;206.11666666666667
EGGW ;EGGW ;2;18;A319;166.0
LFBZ ;LFPG ;2;18;A319;77.18333333333334
EGKK ;EGKK ;2;18;A319;158.51666666666668
EGPH ;EGPH ;2;18;A319;143.1
EGSS ;EHAM ;2;18;A320;66.63333333333334
EGKK ;EHAM ;2;19;A320;75.01666666666667
LIPZ ;LFPO ;2;19;A320;76.95
LSGG ;LFPO ;2;19;A320;46.28333333333333
EGPH ;EGPH ;2;19;A319;153.88333333333333
EGKK ;EGAA ;2;19;A319;60.88333333333333
EGPF ;EGPF ;2;19;A319;83.8
EGCC ;EGCC ;2;19;A319;192.58333333333334
EGGW ;EHAM ;2;19;A319;68.5
LIMC ;LFPG ;2;19;A319;62.96666666666667
EGKK ;EKCH ;2;19;A319;89.4
LIMC ;EGKK ;2;19;A319;85.0
LFPG ;EGGW ;2;19;A319;49.85
EHAM ;EGSS ;2;20;A319;39.583333333333336
EGPF ;EGKK ;2;20;A319;63.68333333333333
EGAA ;EGAA ;2;20;A319;129.23333333333332
EGKK ;EGAA ;2;21;A319;59.53333333333333
EHAM ;EGKK ;2;21;A320;56.083333333333336
EHAM ;EGPH ;2;21;A320;65.88333333333334
LIMC ;LFPG ;3;4;A320;62.016666666666666
EGGW ;EGGW ;3;5;A319;342.1166666666667
EGGW ;EGGW ;3;5;A319;155.76666666666668
EGAA ;EGAA ;3;5;A319;153.31666666666666
EGKK ;EDLE ;3;5;A319;54.483333333333334
EGKK ;EGKK ;3;5;A319;147.6
EGAA ;EGKK ;3;5;A319;59.55
EGPH ;EGPH ;3;5;A319;174.23333333333332
EGPF ;EGPF ;3;5;A319;299.15
EGGP ;EGGP ;3;5;A319;162.9
EGGD ;EGNT ;3;5;A319;52.733333333333334
EGPH ;EGPH ;3;5;A319;368.15
EGGD ;EGPH ;3;5;A320;60.95
EGPF ;EGPF ;3;5;A319;96.2
EGGP ;EGGP ;3;5;A319;103.03333333333333
EGAA ;EGGW ;3;6;A319;47.3
EGPH ;EGPH ;3;6;A319;101.05
EGPF ;EGGW ;3;6;A319;48.8
EGPF ;EGKK ;3;6;A320;64.03333333333333
EGKK ;EGPF ;3;6;A319;77.0
EGAA ;EGAA ;3;6;A319;123.76666666666667
EGNT ;EGNT ;3;6;A319;111.4
EGGW ;LFPG ;3;6;A319;177.61666666666667
EGAA ;EGCC ;3;6;A319;48.416666666666664
EGSS ;EGSS ;3;6;A320;127.11666666666666
EGGD ;EGGD ;3;6;A319;153.6
EGKK ;EDDK ;3;6;A319;51.583333333333336
EGNT ;EGGD ;3;6;A319;49.75
EGCC ;EGCC ;3;6;A320;169.4
EGPH ;EGPH ;3;6;A319;158.9
EGKK ;EGKK ;3;6;A319;200.86666666666667
EGGW ;EGAA ;3;6;A319;51.766666666666666
LFBZ ;LFPG ;3;7;A319;78.65
EGKK ;EGKK ;3;7;A319;157.85
EDLD ;EGKK ;3;7;A319;51.65
EGAA ;EGGD ;3;7;A319;45.0
LIPZ ;LFPO ;3;7;A320;81.36666666666666
EHAM ;EGMC ;3;7;A319;41.016666666666666
EDLW ;EGGW ;3;7;A319;53.85
LIMC ;LIEE ;3;8;A320;69.98333333333333
LSGG ;EGGW ;3;8;A319;81.96666666666667
LJLJ ;EGSS ;3;9;A319;108.86666666666666
EGAA ;EGGP ;3;10;A319;31.25
LFPG ;EGGW ;3;10;A319;187.8
EGSS ;EGPF ;3;12;A319;58.05
EGSS ;EGSS ;3;12;A319;154.4
EGPH ;EHAM ;3;12;A319;342.28333333333336
EGGW ;EGPF ;3;13;A319;497.45
EGAA ;EGGP ;3;13;A319;28.0
EGKK ;EGPF ;3;13;A320;474.8333333333333
EGCC ;EGCC ;3;13;A319;425.25
EGKK ;EGKK ;3;13;A319;143.6
EGPF ;EGKK ;3;13;A319;66.71666666666667
EGJJ ;LFPG ;3;13;A319;171.25
EGGW ;EGGW ;3;13;A319;185.13333333333333
EGKK ;EGKK ;3;14;A319;139.05
EGGD ;EGGD ;3;14;A319;163.9
EGPH ;LFPG ;3;14;A319;86.18333333333334
EGGW ;LFPG ;3;14;A319;53.85
LSGG ;EGGP ;3;14;A319;102.2
EGKK ;EGPH ;3;14;A320;64.63333333333334
LIMC ;EGKK ;3;15;A319;95.98333333333333
LFPG ;EGAA ;3;15;A319;304.95
EGMC ;EHAM ;3;15;A319;46.1
EGGD ;EGGD ;3;15;A319;355.96666666666664
EGAA ;EGAA ;3;15;A319;216.85
EGGD ;EGGD ;3;15;A319;157.96666666666667
EGGW ;EHAM ;3;15;A319;47.25
EGNT ;EHAM ;3;15;A319;60.03333333333333
LIMC ;LFPG ;3;15;A319;66.38333333333334
EGSS ;EHAM ;3;15;A319;45.083333333333336
EGKK ;EGKK ;3;15;A319;173.23333333333332
EGAA ;EGAC ;3;15;A319;109.8
EGNS ;EGGP ;3;16;A319;20.1
LIPZ ;LFMN ;3;16;A319;48.083333333333336
LFPG ;EGGW ;3;16;A319;257.95
EGMC ;LIPZ ;3;16;A319;92.13333333333334
EDLN ;EGKK ;3;16;A319;281.7
EGPH ;EGKK ;3;17;A320;62.78333333333333
EGKK ;EGKK ;3;17;A319;168.03333333333333
EHAM ;EGMC ;3;17;A319;234.88333333333333
LFPG ;EGGD ;3;17;A319;52.8
EHAM ;EGAA ;3;17;A319;154.23333333333332
EHAM ;EGSS ;3;17;A319;43.36666666666667
EGPH ;EGGW ;3;17;A319;54.95
EHAM ;EGNT ;3;17;A319;64.63333333333334
LIPZ ;LSGG ;3;17;A319;53.8
EGKK ;EGKK ;3;17;A319;182.75
LFPG ;EGGP ;3;17;A319;212.75
EGAA ;EGAC ;3;17;A319;110.5
EGKK ;EDDM ;3;17;A319;72.46666666666667
EGKK ;EGKK ;3;17;A319;186.01666666666668
EDLW ;EGGW ;3;18;A319;53.35
EGKK ;EGKK ;3;18;A319;148.91666666666666
EGGW ;EGGW ;3;18;A319;141.98333333333332
LFBZ ;LFPG ;3;18;A319;80.16666666666667
EGGW ;EGGW ;3;18;A319;128.98333333333332
EGGP ;EGGP ;3;18;A320;159.73333333333332
EGKK ;EGKK ;3;18;A320;165.23333333333332
EGCC ;EGAC ;3;18;A319;30.566666666666666
EGSS ;EGSS ;3;18;A320;152.18333333333334
EGPH ;EGPH ;3;18;A319;157.83333333333334
EHAM ;EGSS ;3;18;A319;40.416666666666664
LIPZ ;LFPO ;3;18;A320;83.4
EGPH ;EGKK ;3;18;A320;64.66666666666667
EKCH ;EGKK ;3;19;A319;85.08333333333333
EGPF ;EGPF ;3;19;A319;92.43333333333334
EGNT ;EGNT ;3;19;A320;136.71666666666667
EGKK ;EKCH ;3;19;A319;94.96666666666667
EGAA ;EGKK ;3;19;A319;57.88333333333333
LIPZ ;LFPG ;3;19;A319;82.88333333333334
LIMC ;LFPG ;3;19;A319;65.13333333333334
EGGW ;EGGW ;3;19;A319;154.38333333333333
;EGKK ;3;20;A319;52.78333333333333
EGKK ;EGAC ;3;20;A319;56.68333333333333
EGSS ;EGPH ;3;20;A319;51.06666666666667
EGAA ;EGNT ;3;20;A319;33.93333333333333
EGAA ;EGGD ;3;20;A319;44.81666666666667
EGAA ;EGGW ;3;21;A319;42.8
LIMC ;LFPG ;4;4;A320;64.68333333333334
EGGW ;EGGW ;4;5;A319;160.53333333333333
EGGW ;EGGW ;4;5;A319;339.6
EGAA ;EGSS ;4;5;A319;50.03333333333333
EKCH ;EGKK ;4;5;A319;97.35
EGPF ;EGPF ;4;5;A319;163.73333333333332
EGPH ;EGKK ;4;5;A320;77.9
EGAA ;EGKK ;4;5;A319;64.95
EGGP ;EGAC ;4;5;A319;242.51666666666668
EGKK ;EGKK ;4;5;A319;152.15
EGGD ;EGNT ;4;5;A319;51.75
EGGD ;EGPH ;4;5;A320;56.083333333333336
EGKK ;EGKK ;4;5;A320;163.05
EGPH ;EGPH ;4;6;A319;104.78333333333333
EGGP ;EGGP ;4;6;A319;106.16666666666667
EGGW ;LFPG ;4;6;A319;174.83333333333334
EGSS ;EHAM ;4;6;A319;41.56666666666667
EGAA ;EGBB ;4;6;A319;39.93333333333333
EGPF ;EGKK ;4;6;A320;74.88333333333334
EGPF ;EGGW ;4;6;A319;49.9
EGKK ;EGPF ;4;6;A319;66.18333333333334
EGAA ;EGGW ;4;6;A319;45.95
EGSS ;EGSS ;4;6;A319;198.88333333333333
EGNT ;EGGD ;4;6;A319;46.68333333333333
EGGD ;EGGD ;4;6;A319;147.16666666666666
EGPH ;EGPH ;4;6;A319;167.01666666666668
EGCC ;EHAM ;4;6;A320;55.266666666666666
EGKK ;EGPD ;4;6;A319;74.05
EGMC ;EGMC ;4;6;A319;123.35
EGKK ;EGKK ;4;6;A319;196.71666666666667
EGAA ;EGCC ;4;6;A319;40.65
LIMC ;LFPG ;4;6;A319;67.1
EGAA ;EGPF ;4;7;A319;23.766666666666666
EGKK ;EGKK ;4;7;A319;157.88333333333333
EGKK ;EGAA ;4;7;A319;59.45
EGAA ;EGGD ;4;7;A319;45.05
EGAA ;EGNT ;4;7;A319;32.3
EDLW ;EGGW ;4;7;A319;54.8
EGKK ;EGGW ;4;8;A320;361.03333333333336
EGAA ;EGKK ;4;8;A319;58.36666666666667
EGCC ;EGCC ;4;10;A320;228.98333333333332
LFPG ;EGGW ;4;10;A319;188.91666666666666
LFML ;EGKK ;4;10;A319;96.16666666666667
EGKK ;EGAA ;4;10;A319;61.0
EGJJ ;EGPF ;4;10;A319;75.91666666666667
EGSS ;EGSS ;4;11;A319;458.0833333333333
EGGP ;EGGP ;4;12;A319;97.95
EGMC ;EGMC ;4;12;A319;164.01666666666668
EGPH ;LFPG ;4;12;A319;83.9
EGPH ;EDDH ;4;12;A319;81.45
EGAA ;EGAA ;4;12;A319;441.85
EGGW ;EGPF ;4;13;A319;52.93333333333333
EGKK ;ENBR ;4;13;A319;110.33333333333333
EGGW ;EDDH ;4;13;A319;64.6
EGGD ;EGPH ;4;13;A320;57.21666666666667
EGPF ;EGKK ;4;13;A319;70.0
LIMC ;LFPG ;4;13;A319;64.76666666666667
EGJJ ;LFPG ;4;13;A319;171.61666666666667
EGCC ;EGCC ;4;14;A319;428.06666666666666
EGSS ;EGAA ;4;14;A319;317.28333333333336
EGPF ;EGAA ;4;14;A319;25.6
LJLJ ;EGSS ;4;14;A319;107.06666666666666
EGGW ;EGGW ;4;14;A319;371.93333333333334
EGGD ;EGGD ;4;14;A320;349.75
EKCH ;EGKK ;4;14;A319;82.68333333333334
EGKK ;EGKK ;4;14;A319;399.06666666666666
EGGW ;EGAA ;4;15;A319;54.21666666666667
EGKK ;EGPH ;4;15;A319;63.6
LFPG ;EGPH ;4;15;A319;91.06666666666666
EGGD ;EGGD ;4;15;A319;164.73333333333332
EHAM ;EGKK ;4;15;A319;52.833333333333336
EDDH ;EGPH ;4;15;A319;94.56666666666666
EGGW ;EHAM ;4;15;A319;40.583333333333336
EGGD ;EGGD ;4;15;A319;151.21666666666667
LIMC ;LFPG ;4;15;A319;61.1
EGNT ;EGAA ;4;15;A319;37.05
EGPH ;EGPH ;4;15;A319;310.9
EGPF ;EGPF ;4;15;A320;361.85
EGMC ;EGMC ;4;15;A319;335.8666666666667
EGPF ;EGSS ;4;15;A319;253.86666666666667
EGAA ;EGAA ;4;15;A319;336.8333333333333
EGGD ;EGPH ;4;15;A319;60.93333333333333
EGSS ;EGSS ;4;15;A319;129.53333333333333
EGAA ;EGAA ;4;15;A319;336.81666666666666
EDDH ;EGGW ;4;15;A319;64.16666666666667
EGKK ;EGKK ;4;16;A319;148.81666666666666
EGNS ;EGGP ;4;16;A319;23.183333333333334
EGNS ;EGKK ;4;16;A319;49.916666666666664
EGGP ;EGGP ;4;16;A319;163.81666666666666
EGPF ;EGPF ;4;16;A319;231.7
EKCH ;EGPH ;4;16;A319;292.0833333333333
EGKK ;EGKK ;4;16;A319;224.85
EGAA ;EGAA ;4;16;A319;95.06666666666666
EGPH ;EHAM ;4;17;A320;151.3
EDLW ;EGGW ;4;17;A319;58.96666666666667
EGAA ;EGGP ;4;17;A319;32.1
EGAA ;EGGW ;4;17;A319;52.983333333333334
EGAA ;EGNT ;4;17;A319;35.0
EHAM ;EGGW ;4;17;A319;239.88333333333333
EGGW ;EGGW ;4;17;A319;157.95
EGAA ;EGAA ;4;17;A319;122.96666666666667
EGKK ;EGKK ;4;17;A320;167.91666666666666
EGPH ;EGKK ;4;17;A319;72.91666666666667
EGPH ;EGGD ;4;17;A319;249.75
EGKK ;EGKK ;4;17;A319;190.8
LIMC ;EHAM ;4;18;A319;95.58333333333333
EGGW ;EHAM ;4;18;A319;48.81666666666667
EGKK ;EGKK ;4;18;A319;198.83333333333334
EGGW ;EGGW ;4;18;A319;177.8
EGAA ;EGKK ;4;18;A319;59.233333333333334
LFBZ ;LFPG ;4;18;A319;77.36666666666666
EGCC ;EGCC ;4;18;A319;111.95
LIMC ;EGKK ;4;18;A319;89.85
EGPH ;EGPH ;4;18;A319;145.1
LIPZ ;LFPO ;4;18;A320;77.53333333333333
EGKK ;EKCH ;4;19;A319;94.66666666666667
EGNT ;EGNT ;4;19;A320;134.91666666666666
EGKK ;EGPH ;4;19;A320;178.26666666666668
EGKK ;EGKK ;4;19;A320;178.83333333333334
LIPZ ;LFPG ;4;19;A319;81.13333333333334
EGGP ;EGGP ;4;19;A319;103.08333333333333
LIPZ ;EGKK ;4;19;A319;105.8
EHAM ;EGGW ;4;19;A319;40.31666666666667
EGPD ;EGKK ;4;19;A319;77.63333333333334
EGKK ;EGAA ;4;20;A319;60.6
;EGKK ;4;20;A319;56.7
LSGG ;EGKK ;4;20;A319;77.75
EHAM ;EGKK ;4;21;A320;47.983333333333334
EKCH ;EGKK ;5;4;A319;91.13333333333334
EGKK ;EGKK ;5;5;A320;154.55
EGGW ;EGGW ;5;5;A319;140.68333333333334
EGPH ;EGKK ;5;5;A320;68.95
EGPF ;EGSS ;5;5;A319;50.583333333333336
EGGD ;EGGD ;5;5;A319;166.91666666666666
EGAA ;EGKK ;5;5;A319;254.73333333333332
EGGD ;EGNT ;5;5;A320;49.31666666666667
EGAA ;EGKK ;5;5;A319;59.78333333333333
EGGP ;EGGP ;5;5;A319;308.4
EGPH ;EGPH ;5;5;A319;156.21666666666667
EGPF ;EGPF ;5;5;A319;93.0
EGPF ;EGGW ;5;5;A319;54.05
EGGP ;EGGP ;5;5;A319;107.86666666666666
EGAA ;EGGW ;5;6;A319;48.68333333333333
EGAA ;EGCC ;5;6;A319;39.31666666666667
EGNT ;EGNT ;5;6;A319;115.23333333333333
EGPH ;EGPH ;5;6;A319;100.05
EGPH ;EGPH ;5;6;A319;155.86666666666667
EGSS ;EGSS ;5;6;A320;125.51666666666667
EGGW ;LFPG ;5;6;A319;183.13333333333333
EGNT ;EGGD ;5;6;A319;47.983333333333334
EGGD ;EGGD ;5;6;A319;156.96666666666667
EGCC ;EHAM ;5;6;A319;51.11666666666667
LIMC ;EGKK ;5;6;A319;89.01666666666667
EGPF ;EGKK ;5;6;A320;65.88333333333334
EGAA ;EGAA ;5;6;A319;369.1666666666667
EGKK ;LSZH ;5;6;A319;70.98333333333333
EGMC ;EGMC ;5;6;A319;125.76666666666667
EGKK ;EGKK ;5;6;A320;224.56666666666666
EGKK ;EGKK ;5;6;A319;202.68333333333334
EGGP ;EGGP ;5;6;A319;92.7
LFBZ ;LFPG ;5;7;A319;75.41666666666667
EGKK ;EGKK ;5;7;A319;197.91666666666666
EGGW ;LFPG ;5;7;A319;50.13333333333333
EDDL ;EGKK ;5;7;A319;54.5
EGPH ;EGKK ;5;7;A319;69.48333333333333
EGKK ;EGKK ;5;7;A319;142.85
EGKK ;EHAM ;5;7;A320;176.6
EDLW ;EGGW ;5;7;A319;58.36666666666667
EHAM ;EGCC ;5;8;A319;55.13333333333333
EKCH ;EGSS ;5;8;A319;80.86666666666666
EGGW ;EGGW ;5;8;A319;140.93333333333334
EGPF ;EGPF ;5;8;A319;198.6
LJLJ ;EGSS ;5;9;A319;106.83333333333333
LFPG ;EGGW ;5;9;A319;50.68333333333333
LIMC ;EGPH ;5;9;A319;127.95
LIMC ;EHAM ;5;10;A320;94.03333333333333
LFPG ;EGGW ;5;10;A319;182.61666666666667
EGKK ;EGAA ;5;10;A319;58.6
EGPH ;EGAA ;5;10;A319;30.983333333333334
EGKK ;LFBD ;5;10;A319;64.76666666666667
EGGW ;EGGW ;5;10;A319;154.06666666666666
EGSS ;EGPH ;5;10;A319;51.03333333333333
EHAM ;EGKK ;5;11;A319;51.766666666666666
EGGD ;EGGD ;5;11;A319;358.48333333333335
EGSS ;EGSS ;5;11;A319;467.78333333333336
EGGD ;EHAM ;5;11;A319;53.81666666666667
LIMC ;LFPG ;5;11;A319;62.766666666666666
EGGP ;EGGP ;5;12;A319;107.03333333333333
EKCH ;EGCC ;5;12;A319;100.28333333333333
EGGW ;EGGW ;5;12;A319;206.66666666666666
EGSS ;EGSS ;5;12;A319;153.41666666666666
EGMC ;EGPH ;5;12;A319;57.05
EGPH ;EGPH ;5;12;A319;230.53333333333333
EGGD ;EKCH ;5;12;A319;104.03333333333333
EGAA ;EGKK ;5;12;A319;69.15
EGPH ;EGSS ;5;13;A319;271.8333333333333
EGGW ;EGPF ;5;13;A319;54.8
EGGP ;EGGP ;5;13;A319;172.56666666666666
EGGW ;EGGW ;5;13;A319;399.8333333333333
EGPF ;EGKK ;5;13;A319;65.73333333333333
EGGD ;EGGD ;5;13;A319;162.18333333333334
EGAA ;EGGD ;5;13;A319;464.8833333333333
EGKK ;EGPF ;5;13;A320;465.98333333333335
LIMC ;LFPG ;5;13;A320;61.61666666666667
EHAM ;EGGD ;5;13;A319;52.666666666666664
EGKK ;EGKK ;5;13;A319;151.01666666666668
EKCH ;LFPG ;5;14;A319;86.08333333333333
EGSS ;EKCH ;5;14;A320;82.56666666666666
EGPF ;EGPF ;5;14;A319;371.78333333333336
EGGW ;LFPG ;5;14;A319;55.05
EGAA ;EGAA ;5;14;A319;302.1
EGGD ;EGGD ;5;14;A320;160.96666666666667
EGJJ ;EGGP ;5;14;A319;43.71666666666667
ELLX ;EGKK ;5;14;A319;52.166666666666664
LIPE ;LFPG ;5;14;A319;82.61666666666666
EGPH ;EGGW ;5;15;A319;204.81666666666666
LFPG ;EGAA ;5;15;A319;306.8
EGNT ;EGNT ;5;15;A319;326.4166666666667
EGGW ;EGGW ;5;15;A319;155.98333333333332
EGAA ;EGSS ;5;15;A319;53.733333333333334
EGCC ;EDDH ;5;15;A319;69.33333333333333
EGPF ;EGPF ;5;15;A319;347.9
EGPH ;EGKK ;5;15;A320;78.95
EGNS ;EGKK ;5;15;A319;50.93333333333333
EGGP ;EGGP ;5;15;A319;109.9
EGKK ;EGKK ;5;15;A319;151.7
EGSS ;EHAM ;5;15;A319;46.45
LEBL ;LFMN ;5;15;A319;68.0
EGAA ;EGAA ;5;15;A319;114.83333333333333
EGNS ;EGGP ;5;15;A319;21.95
EGNT ;EGNT ;5;16;A319;317.2
EGMC ;EGMC ;5;16;A319;337.98333333333335
EGAA ;EGGW ;5;16;A319;53.06666666666667
EGMC ;LIPZ ;5;16;A319;90.31666666666666
EDLN ;EGKK ;5;16;A319;52.733333333333334
EGKK ;EGKK ;5;16;A319;163.9
LFPG ;EGGW ;5;16;A319;51.78333333333333
LIMC ;EHAM ;5;16;A319;88.55
LFPG ;EGGD ;5;17;A319;51.61666666666667
EGPF ;EGGD ;5;17;A319;53.3
EHAM ;LIMN ;5;17;A319;65.66666666666667
EGKK ;EGPH ;5;17;A320;55.733333333333334
EDDH ;EGCC ;5;17;A319;234.43333333333334
LIMC ;LFPG ;5;17;A319;61.63333333333333
LFPG ;EGGP ;5;17;A319;224.16666666666666
EGKK ;EDDH ;5;17;A320;66.08333333333333
EGGP ;EHAM ;5;17;A320;50.45
EGKK ;EGKK ;5;17;A320;198.1
EGKK ;EGKK ;5;18;A319;179.1
EGCC ;EHAM ;5;18;A320;47.96666666666667
EGKK ;     ;5;18;A319;45.2
EGKK ;EHAM ;5;18;A319;45.55
EGGW ;EHAM ;5;18;A320;43.13333333333333
EHAM ;EGSS ;5;18;A319;43.38333333333333
EGGW ;EGGW ;5;18;A319;174.11666666666667
EGGW ;EGGW ;5;18;A319;154.95
EGKK ;EGKK ;5;18;A319;173.96666666666667
LFBZ ;LFPG ;5;18;A319;72.5
EGPH ;EGGD ;5;18;A320;54.766666666666666
EGAA ;EGAA ;5;18;A319;144.86666666666667
EGSS ;EGSS ;5;18;A320;142.48333333333332
EGGW ;EGGW ;5;18;A319;152.98333333333332
EGNT ;EGNT ;5;19;A320;127.3
EGAA ;EGAA ;5;19;A319;110.98333333333333
EGKK ;EKCH ;5;19;A319;81.08333333333333
LIPZ ;EGKK ;5;19;A319;102.85
EHAM ;EGPH ;5;19;A319;69.05
EKCH ;EGCC ;5;19;A319;88.46666666666667
LSGG ;EGGW ;5;20;A319;78.76666666666667
LIMC ;EGGW ;5;20;A319;94.2
EHAM ;EGKK ;5;20;A319;46.916666666666664
EHAM ;EGGW ;5;20;A320;48.016666666666666
EHAM ;EGCC ;5;20;A320;48.166666666666664
