OriginCode;DestinCode;WeekDay;HourDeparture;ModelAircraft;FlightDuration
EGGP ;EGGP ;4;5;A319;327.3833333333333
EGPH ;EGGW ;4;5;A320;508.06666666666666
EGPF ;EGPF ;4;5;A319;173.31666666666666
EGAA ;EGAA ;4;5;A319;171.56666666666666
EGGD ;EGNT ;4;5;A319;44.3
EGGW ;LFPG ;4;5;A319;45.55
EGGD ;EGPH ;4;5;A320;47.55
EGGP ;EGAA ;4;5;A319;30.816666666666666
EGGW ;EHAM ;4;6;A319;225.86666666666667
EGNT ;EGNT ;4;6;A319;122.15
EGKK ;EGPF ;4;6;A319;54.96666666666667
EGAA ;EGGW ;4;6;A319;50.733333333333334
EGPF ;EGGW ;4;6;A319;57.916666666666664
EGAA ;EGAA ;4;6;A319;126.73333333333333
EGPF ;EGKK ;4;6;A320;69.61666666666666
EGPH ;EGPH ;4;6;A319;105.08333333333333
EGPF ;EGPF ;4;6;A319;91.7
EGGD ;EGGD ;4;6;A319;156.16666666666666
EGCC ;EGCC ;4;6;A320;158.48333333333332
EGNT ;EGGD ;4;6;A319;49.8
EGSS ;EGSS ;4;6;A319;126.71666666666667
EGKK ;EGKK ;4;6;A319;227.48333333333332
EGPH ;EGGW ;4;6;A319;56.13333333333333
EGKK ;     ;4;6;A319;49.916666666666664
EGAA ;EGAA ;4;6;A319;128.96666666666667
EGKK ;LFBD ;4;6;A319;73.11666666666666
EGGW ;EGAA ;4;6;A319;48.233333333333334
EGSS ;EGSS ;4;6;A319;198.83333333333334
LFBZ ;LFPG ;4;6;A319;68.61666666666666
EGAA ;EGGD ;4;7;A319;51.86666666666667
EGMC ;EGMC ;4;7;A319;152.0
EGKK ;LIPZ ;4;7;A319;98.25
EGKK ;EGKK ;4;7;A319;197.4
EGKK ;EHAM ;4;7;A319;46.733333333333334
EDDK ;EGKK ;4;8;A319;51.81666666666667
EHAM ;EGKK ;4;9;A319;55.266666666666666
LFPG ;EGGW ;4;10;A319;173.76666666666668
EGKK ;LFBD ;4;10;A319;71.63333333333334
EGSS ;EGSS ;4;11;A319;454.68333333333334
EGGP ;EGGP ;4;11;A319;107.93333333333334
EGGW ;LFBD ;4;12;A319;79.7
EGKK ;EKCH ;4;12;A319;80.93333333333334
EKCH ;EGCC ;4;12;A320;93.0
EGPH ;LFPG ;4;12;A319;89.43333333333334
EGAA ;EGKK ;4;12;A319;64.25
EGAA ;LFPG ;4;12;A319;82.75
EGGW ;EDDH ;4;13;A319;59.35
EGKK ;EGPF ;4;13;A320;267.81666666666666
EGPF ;EGKK ;4;13;A319;284.8666666666667
EGGD ;EGGD ;4;13;A320;161.76666666666668
EGKK ;EGKK ;4;13;A319;151.61666666666667
EGKK ;LIPZ ;4;13;A319;100.7
EGMC ;EGMC ;4;13;A319;169.8
EKCH ;LFPG ;4;14;A319;100.25
EGSS ;EGSS ;4;14;A319;429.3
EGPF ;EGPF ;4;14;A319;368.6166666666667
EGGW ;LFPG ;4;14;A319;58.25
LJLJ ;EGSS ;4;14;A319;102.31666666666666
EGKK ;EGKK ;4;14;A320;170.51666666666668
EDDH ;EGPH ;4;14;A319;89.95
LIMC ;EHAM ;4;14;A319;92.58333333333333
EKCH ;EGKK ;4;14;A319;89.55
EGGW ;EGGW ;4;14;A320;149.93333333333334
EGNT ;EGAA ;4;14;A319;35.8
EGGW ;EHAM ;4;14;A320;253.91666666666666
EGGD ;LFPG ;4;15;A319;60.03333333333333
EGCC ;EGCC ;4;15;A319;378.68333333333334
EGPH ;EGPH ;4;15;A319;309.98333333333335
EDDH ;EGGW ;4;15;A319;75.08333333333333
EGAA ;EGAA ;4;15;A319;339.5
EGGD ;EGGD ;4;15;A319;354.8666666666667
EGPF ;EGSS ;4;15;A319;254.15
EGGW ;EHAM ;4;15;A319;49.833333333333336
EGGD ;EGGD ;4;15;A319;146.91666666666666
EGMC ;EGAA ;4;15;A319;241.16666666666666
EGGP ;EGAA ;4;15;A319;30.733333333333334
EGAA ;EGAA ;4;15;A319;334.81666666666666
EGAA ;EGAA ;4;15;A319;108.91666666666667
EGSS ;EGSS ;4;16;A319;123.45
EGAA ;EGGD ;4;16;A320;253.68333333333334
EGGP ;EGGP ;4;16;A319;158.98333333333332
EGKK ;EGKK ;4;16;A319;163.6
EGKK ;EGKK ;4;17;A319;175.93333333333334
EGKK ;EDDH ;4;17;A319;63.68333333333333
EHAM ;EGGW ;4;17;A319;249.21666666666667
EDLW ;EGGW ;4;17;A319;56.266666666666666
EGGW ;EGGW ;4;17;A319;156.66666666666666
EGAC ;EGAA ;4;17;A319;166.41666666666666
EGGW ;EGGW ;4;18;A319;138.56666666666666
EGKK ;     ;4;18;A319;47.416666666666664
EGGW ;EGGW ;4;18;A319;179.75
EGKK ;EHAM ;4;18;A320;47.083333333333336
EGCC ;EGCC ;4;18;A319;153.08333333333334
EGKK ;EGKK ;4;18;A319;180.7
EGKK ;EGKK ;4;18;A319;171.88333333333333
EGPH ;EGPH ;4;18;A319;147.86666666666667
EGPF ;EGPF ;4;18;A320;161.65
EGPH ;EGSS ;4;19;A319;62.81666666666667
EGBB ;EGAA ;4;19;A319;46.166666666666664
EGNT ;EGNT ;4;19;A320;132.6
EGKK ;EKCH ;4;19;A319;82.65
EHAM ;LIMN ;4;19;A319;67.13333333333334
EGGP ;EGGP ;4;19;A319;112.23333333333333
EHAM ;EGKK ;4;20;A320;46.3
EHAM ;EGPH ;4;20;A320;62.2
EGKK ;EGAA ;4;20;A319;53.85
ETSE ;EGKK ;4;20;A319;89.85
LIMC ;LIMC ;5;4;A320;173.7
EGGW ;EGGW ;5;5;A319;337.96666666666664
EGGW ;LFPG ;5;5;A319;55.0
EGAA ;EGAA ;5;5;A319;383.03333333333336
EGKK ;EGKK ;5;5;A320;153.03333333333333
EGPH ;EGKK ;5;5;A320;72.01666666666667
EGAA ;EGKK ;5;5;A319;65.68333333333334
EGPF ;EGPF ;5;5;A319;399.35
EGPH ;EGPH ;5;5;A319;359.73333333333335
EGGD ;EGPH ;5;5;A319;47.9
EGGD ;EGNT ;5;5;A320;41.733333333333334
EGSS ;EGSS ;5;5;A319;216.58333333333334
EGPF ;EGPF ;5;5;A319;87.7
EGPH ;EGPH ;5;6;A319;105.81666666666666
EGPF ;EGGW ;5;6;A319;70.85
EGAA ;EGGW ;5;6;A319;67.78333333333333
EGGP ;EGAA ;5;6;A319;29.383333333333333
EGPH ;LIMN ;5;6;A319;125.31666666666666
EGSS ;EGSS ;5;6;A320;124.91666666666667
EGAA ;EGBB ;5;6;A319;49.7
EGAA ;EGAA ;5;6;A319;141.76666666666668
EGGW ;LFPG ;5;6;A319;198.86666666666667
EGNT ;EGNT ;5;6;A319;115.45
EGKK ;EGPF ;5;6;A319;56.766666666666666
EGGD ;EGGD ;5;6;A319;161.21666666666667
EGKK ;EGKK ;5;6;A319;235.2
EGNT ;EGGD ;5;6;A319;49.483333333333334
EGPF ;EGKK ;5;6;A320;75.86666666666666
EGPH ;EGPH ;5;6;A319;159.03333333333333
EGGP ;LFRS ;5;6;A319;65.71666666666667
EGCC ;EGCC ;5;6;A319;160.66666666666666
EGMC ;EGMC ;5;6;A319;125.63333333333334
EBBR ;LIMN ;5;6;A319;58.2
EGKK ;EGPD ;5;6;A319;62.733333333333334
EGGW ;EGAA ;5;6;A319;45.28333333333333
EDLN ;EGKK ;5;7;A319;49.233333333333334
EGKK ;EGKK ;5;7;A319;146.76666666666668
EGKK ;EGAA ;5;7;A319;205.83333333333334
EGKK ;EHAM ;5;7;A320;188.23333333333332
EGKK ;LIPZ ;5;7;A319;103.46666666666667
EDDK ;EGKK ;5;8;A319;55.733333333333334
EGKK ;LIPE ;5;9;A319;106.06666666666666
EGAA ;EGAA ;5;9;A319;206.88333333333333
EGKK ;EHAM ;5;9;A320;44.8
EGGP ;EGAA ;5;10;A319;35.21666666666667
EGKK ;EGKK ;5;10;A319;181.66666666666666
EGGW ;EGGW ;5;11;A319;154.8
EGGD ;EGGD ;5;11;A319;340.1666666666667
EHAM ;EGKK ;5;11;A320;43.71666666666667
EGSS ;EGSS ;5;11;A319;456.25
EGGP ;EGGP ;5;12;A319;106.01666666666667
EHAM ;LIMC ;5;12;A320;73.03333333333333
EKCH ;EGCC ;5;12;A319;98.36666666666666
EGGW ;LSZH ;5;12;A319;74.36666666666666
EGPH ;EGPH ;5;12;A319;238.0
EGSS ;EGSS ;5;12;A319;159.1
EGKK ;EKCH ;5;12;A319;84.56666666666666
EGGD ;EKCH ;5;12;A319;96.08333333333333
EGMC ;EGMC ;5;12;A319;177.98333333333332
EGAA ;LFPG ;5;12;A319;93.08333333333333
EGPH ;LFPG ;5;12;A319;102.93333333333334
EGPF ;LFPG ;5;12;A319;172.81666666666666
EGPH ;EGPH ;5;12;A319;473.1666666666667
EGGD ;EGGD ;5;12;A319;593.5666666666667
EGKK ;LSGG ;5;13;A320;83.16666666666667
EGAA ;EGKK ;5;13;A319;65.88333333333334
EGGP ;EGGP ;5;13;A319;163.95
EGPF ;EGKK ;5;13;A319;75.03333333333333
EGGW ;EGPF ;5;13;A319;48.68333333333333
EGGD ;EGGD ;5;13;A319;165.08333333333334
LIMC ;LFPG ;5;13;A320;59.75
EGAA ;EGGD ;5;13;A319;263.8666666666667
EGKK ;EGKK ;5;13;A320;181.73333333333332
EGKK ;EGKK ;5;13;A319;150.0
EGKK ;EGPF ;5;14;A320;437.26666666666665
EGSS ;EGSS ;5;14;A320;420.3833333333333
LFBD ;EGGW ;5;14;A319;70.8
EKCH ;LFPG ;5;14;A319;94.56666666666666
EGGD ;EGGD ;5;14;A320;176.96666666666667
EGPF ;EGPF ;5;14;A319;373.3333333333333
EGAA ;EGCC ;5;14;A319;42.7
EGGW ;EGGW ;5;14;A319;240.93333333333334
EKCH ;EGKK ;5;14;A319;106.81666666666666
EGNT ;EGNT ;5;14;A319;342.95
EGKK ;EGKK ;5;15;A319;401.1
EGPH ;EGGW ;5;15;A319;140.95
EGCC ;EDDH ;5;15;A319;69.33333333333333
EGGD ;LFPG ;5;15;A319;68.1
EKCH ;EGGD ;5;15;A319;103.93333333333334
EGMC ;EGMC ;5;15;A319;343.8333333333333
EDDH ;EGGW ;5;15;A319;72.73333333333333
EGGW ;EHAM ;5;15;A319;47.75
EGPF ;EGPF ;5;15;A319;348.15
EGAA ;EGAA ;5;15;A319;332.73333333333335
EGSS ;EGSS ;5;15;A319;142.95
EGNS ;EGKK ;5;15;A319;65.91666666666667
LIMC ;LFPG ;5;15;A319;55.63333333333333
EGKK ;EGKK ;5;15;A319;160.86666666666667
EGGP ;EGAA ;5;15;A319;35.266666666666666
EGGP ;EGGP ;5;15;A319;340.85
EGAA ;EGAA ;5;15;A319;105.88333333333334
EGNT ;EGNT ;5;16;A319;312.0
EGNS ;EGGP ;5;16;A319;21.666666666666668
EGCC ;EGAA ;5;16;A319;34.3
EGGW ;EGGW ;5;16;A319;167.1
LFPG ;LFPG ;5;16;A319;172.55
EGAA ;EGAA ;5;17;A319;164.53333333333333
EHAM ;EGGW ;5;17;A319;242.7
EDDH ;EGCC ;5;17;A319;242.41666666666666
EGKK ;LIPZ ;5;17;A319;104.06666666666666
EGKK ;EGPH ;5;17;A319;57.416666666666664
EGKK ;EGKK ;5;17;A320;194.85
LIPZ ;LFMN ;5;17;A319;49.8
EGKK ;EGKK ;5;17;A319;202.25
EGGP ;EGGP ;5;17;A320;182.81666666666666
EGGW ;EHAM ;5;17;A320;44.166666666666664
EGCC ;EGCC ;5;18;A320;165.76666666666668
EGGW ;LFPG ;5;18;A319;55.95
EGKK ;EGKK ;5;18;A319;149.6
EGGW ;EGGW ;5;18;A319;172.35
EGAA ;EGKK ;5;18;A319;63.63333333333333
EGKK ;EGKK ;5;18;A320;184.0
EGPH ;EGPH ;5;18;A320;144.01666666666668
EGPH ;EGPH ;5;18;A319;155.83333333333334
EGBB ;EGAA ;5;19;A319;37.916666666666664
EGPH ;EGGW ;5;19;A319;58.93333333333333
EGNT ;EGNT ;5;19;A320;118.75
EGAA ;EGAA ;5;19;A319;108.58333333333333
LIPZ ;LFPG ;5;19;A319;74.1
LSZH ;EGKK ;5;19;A319;72.76666666666667
EGPE ;EGKK ;5;19;A319;80.08333333333333
EHAM ;EGGW ;5;20;A320;39.75
;EGKK ;5;20;A319;57.083333333333336
EGKK ;EGAA ;5;20;A319;50.8
LFLL ;LIPZ ;6;4;A319;51.733333333333334
EGGW ;EGGW ;6;5;A319;348.0
EGGW ;LFPG ;6;5;A319;51.71666666666667
EGAA ;EGAA ;6;5;A319;387.3333333333333
EGKK ;LFBZ ;6;5;A319;85.16666666666667
EGGP ;EGGP ;6;5;A319;162.05
LIMC ;EHAM ;6;5;A320;78.06666666666666
EGPH ;EGKK ;6;5;A320;65.71666666666667
EGGD ;LFPG ;6;5;A319;260.18333333333334
EGGP ;EGAA ;6;5;A320;29.983333333333334
EGPH ;EHAM ;6;5;A319;79.15
EGPH ;EGPH ;6;6;A319;110.63333333333334
EGPF ;EGSS ;6;6;A319;251.5
EGGW ;EGPD ;6;6;A319;63.78333333333333
EGNT ;EGAA ;6;6;A320;32.13333333333333
EGAA ;EGBB ;6;6;A319;40.03333333333333
EGSS ;EGSS ;6;6;A319;138.81666666666666
EGCC ;EGCC ;6;6;A319;122.41666666666667
EGMC ;EGAA ;6;6;A319;51.18333333333333
EGGP ;EGGP ;6;6;A319;82.88333333333334
EGAA ;EGNT ;6;6;A319;38.46666666666667
EGGW ;EGGW ;6;6;A319;165.96666666666667
EGGD ;EGGD ;6;6;A319;156.81666666666666
EGNT ;EGNT ;6;6;A319;128.95
EGAA ;EGAA ;6;6;A319;103.78333333333333
EGMC ;EHAM ;6;6;A319;39.96666666666667
EGGW ;EGGW ;6;6;A319;207.91666666666666
EGKK ;EGKK ;6;6;A319;154.68333333333334
LFBZ ;LFPG ;6;7;A319;64.21666666666667
EGCC ;EHAM ;6;7;A319;58.233333333333334
EGPF ;EGKK ;6;7;A319;211.53333333333333
EGAA ;EGGP ;6;7;A320;31.816666666666666
EGKK ;EGPH ;6;7;A320;268.81666666666666
LFBZ ;EGKK ;6;7;A319;76.55
EGAA ;EGGD ;6;8;A319;49.5
EHAM ;EGMC ;6;8;A319;35.083333333333336
LIMC ;LIEE ;6;8;A319;66.86666666666666
EGJJ ;EGPF ;6;8;A319;68.01666666666667
EHAM ;EGCC ;6;9;A319;50.1
EGAA ;EGKK ;6;9;A319;68.66666666666667
EGGW ;EGGW ;6;10;A319;141.46666666666667
EGKK ;LFBD ;6;11;A319;73.71666666666667
EGKK ;EGKK ;6;11;A319;145.88333333333333
EGKK ;EGAA ;6;11;A319;54.81666666666667
EGGD ;EGPF ;6;11;A319;53.083333333333336
EGGP ;EGGP ;6;11;A319;94.16666666666667
EGGD ;EGGD ;6;12;A320;193.85
EGPH ;EGPH ;6;12;A319;236.2
EGKK ;EGKK ;6;12;A319;188.08333333333334
EGKK ;EGPF ;6;12;A319;58.46666666666667
EGGP ;LFBD ;6;12;A319;94.1
EGGP ;LSGG ;6;12;A319;94.81666666666666
EGPE ;EGKK ;6;12;A319;84.88333333333334
EGPF ;EGPF ;6;12;A319;86.25
EGMC ;EGMC ;6;13;A319;155.15
EGAA ;EGAA ;6;13;A319;143.1
EGSS ;EGSS ;6;13;A319;134.66666666666666
EGNS ;EGKK ;6;13;A319;50.916666666666664
EGPF ;EGPF ;6;14;A319;344.8333333333333
EGGW ;EHAM ;6;15;A319;49.2
EGGP ;EGGP ;6;15;A319;102.3
EGNT ;LFMN ;6;16;A319;135.08333333333334
EGKK ;EGKK ;6;17;A319;136.06666666666666
LIMC ;LFPG ;6;17;A319;57.11666666666667
EGGW ;LFPG ;6;18;A319;56.3
EGKK ;EGKK ;6;18;A319;158.93333333333334
EGPH ;EGPH ;6;19;A319;103.23333333333333
EGKK ;EGAA ;6;20;A319;48.63333333333333
LIMC ;LFPG ;7;4;A320;64.11666666666666
EKCH ;EGKK ;7;5;A319;98.78333333333333
EGAA ;EGKK ;7;6;A319;64.6
EGPF ;EGPF ;7;6;A319;356.06666666666666
EGSS ;EGSS ;7;6;A319;133.21666666666667
EGPH ;EGPH ;7;6;A319;340.03333333333336
EGGW ;LSGG ;7;6;A319;80.85
EGPH ;EGGW ;7;6;A319;255.96666666666667
EGGW ;EGGW ;7;6;A319;147.78333333333333
EGKK ;LFRS ;7;6;A319;50.75
EGKK ;EGKK ;7;7;A319;160.98333333333332
EGPF ;EGKK ;7;8;A319;210.76666666666668
EKCH ;EGSS ;7;8;A319;86.81666666666666
LFBD ;EGGD ;7;8;A319;76.73333333333333
EKCH ;EGKK ;7;8;A319;93.53333333333333
LIMC ;LIEE ;7;8;A320;68.0
EGKK ;EGKK ;7;10;A319;153.0
EGGW ;EGGW ;7;10;A319;164.81666666666666
EGKK ;EGKK ;7;10;A319;198.83333333333334
EGGD ;EGGD ;7;11;A319;381.0833333333333
EGMC ;EGMC ;7;12;A319;128.01666666666668
EGPH ;EGPH ;7;12;A319;229.86666666666667
EGSS ;EHAM ;7;12;A319;356.15
EGSS ;EGSS ;7;12;A319;153.56666666666666
EGGD ;EGGD ;7;12;A320;260.96666666666664
EGGW ;EGGW ;7;12;A319;199.75
LFPG ;LFPG ;7;12;A319;182.56666666666666
EGAA ;EGAA ;7;12;A319;119.1
EGGD ;EGPH ;7;12;A319;257.05
EGMC ;EGMC ;7;12;A319;169.7
EGNT ;EGNT ;7;12;A319;164.25
EGKK ;EGPF ;7;12;A319;63.083333333333336
EGGP ;EGGP ;7;12;A319;131.3
EDLW ;EGGW ;7;12;A319;57.11666666666667
EGGD ;EGGD ;7;12;A319;147.03333333333333
EGGP ;EGGP ;7;12;A319;247.01666666666668
EGAA ;EGAA ;7;13;A319;109.13333333333334
EGAA ;EGAA ;7;13;A319;453.5
;EGKK ;7;13;A319;66.93333333333334
EGGP ;EGGP ;7;13;A319;169.2
EGPF ;EGPF ;7;13;A319;455.0
EGAA ;EGAA ;7;13;A319;104.41666666666667
EGPE ;EHAM ;7;13;A319;180.18333333333334
EGKK ;LSGG ;7;13;A320;79.26666666666667
EGPD ;EGKK ;7;13;A319;74.8
EGAA ;EGGD ;7;13;A319;45.016666666666666
EGPF ;EGPF ;7;13;A320;109.9
EGAA ;EGCC ;7;13;A319;36.11666666666667
EGCC ;EGCC ;7;13;A319;156.86666666666667
EGGW ;EDDH ;7;13;A320;64.63333333333334
EGPH ;EGPH ;7;13;A320;101.95
EGGW ;EGAA ;7;13;A320;51.78333333333333
EGPH ;EGPH ;7;13;A319;181.98333333333332
EGKK ;EDLE ;7;13;A319;54.36666666666667
EGKK ;EGAA ;7;14;A319;60.25
EGKK ;EGKK ;7;14;A320;136.78333333333333
LSZH ;EGKK ;7;14;A319;76.8
EGGW ;LFPG ;7;14;A319;60.43333333333333
EGSS ;EGSS ;7;14;A319;411.31666666666666
LIMN ;LFPG ;7;14;A320;56.833333333333336
EKCH ;LFPG ;7;14;A319;103.48333333333333
EGAA ;EGAA ;7;14;A319;415.76666666666665
EGGW ;EGGW ;7;14;A319;149.81666666666666
EGPF ;LFPG ;7;15;A319;99.91666666666667
EGKK ;EGPH ;7;15;A319;56.75
EGCC ;EDDH ;7;15;A319;78.85
LFPG ;EGPH ;7;15;A319;76.73333333333333
EGGD ;LSGG ;7;15;A319;108.95
EGGW ;EGPH ;7;15;A319;62.18333333333333
EGMC ;EGMC ;7;15;A319;320.9
EGGW ;EGGW ;7;15;A319;152.55
EGSS ;EGSS ;7;15;A319;139.11666666666667
EDDH ;EGGW ;7;15;A320;70.85
EGAA ;EGKK ;7;15;A319;57.166666666666664
EGKK ;EGKK ;7;15;A320;158.78333333333333
EDLN ;EGKK ;7;15;A319;51.7
EGAA ;EGAA ;7;15;A319;337.98333333333335
EGGP ;EGGP ;7;15;A319;332.1333333333333
EGNT ;EGGD ;7;16;A319;228.85
EGAA ;EGGW ;7;16;A320;52.8
EGGP ;EGGP ;7;16;A320;113.21666666666667
EGPH ;EGPH ;7;16;A320;307.76666666666665
LFPG ;EGGW ;7;16;A319;48.5
EGBB ;EGAA ;7;17;A319;261.65
EGNS ;EGGP ;7;17;A319;21.083333333333332
EGKK ;EGKK ;7;17;A319;233.0
EGKK ;EGKK ;7;17;A319;155.36666666666667
EHAM ;EGGD ;7;17;A319;53.766666666666666
EBBR ;LIMC ;7;17;A319;77.91666666666667
EGSS ;EGPF ;7;17;A320;255.1
EGKK ;EGKK ;7;17;A319;170.11666666666667
EGNS ;EGKK ;7;17;A319;61.03333333333333
EGGP ;EHAM ;7;18;A319;61.11666666666667
LIMN ;LFPG ;7;18;A319;60.016666666666666
EGCC ;EGCC ;7;18;A319;179.46666666666667
EGGW ;EGGW ;7;18;A319;155.28333333333333
EGPF ;EGPF ;7;18;A319;178.16666666666666
EGPH ;EGGD ;7;18;A319;244.11666666666667
EGPH ;EGKK ;7;18;A319;270.81666666666666
EGKK ;EGKK ;7;18;A319;149.63333333333333
EGKK ;EGKK ;7;18;A319;194.83333333333334
EGKK ;EGKK ;7;18;A319;200.86666666666667
EGKK ;EGKK ;7;18;A319;159.63333333333333
EGGW ;EGGW ;7;18;A319;128.11666666666667
EGGW ;EGPD ;7;18;A319;65.7
EGGW ;EGGW ;7;18;A319;140.53333333333333
EGKK ;EGKK ;7;19;A319;175.81666666666666
EGPH ;EGPH ;7;19;A319;156.05
EGKK ;EKCH ;7;19;A319;84.25
EGAA ;EGAA ;7;19;A319;96.08333333333333
EHAM ;EGSS ;7;19;A319;33.86666666666667
EGPF ;EGPF ;7;19;A319;92.9
EGCC ;EGCC ;7;19;A319;123.93333333333334
EHAM ;EGGP ;7;20;A319;49.9
EGGD ;EGGD ;7;20;A319;147.96666666666667
EGNT ;EGNT ;7;20;A320;113.0
LIMC ;LFPG ;1;4;A320;64.31666666666666
EGGW ;EGGW ;1;5;A319;139.98333333333332
EGAA ;EGAA ;1;5;A319;374.1666666666667
EKCH ;EGKK ;1;5;A319;98.91666666666667
EGPH ;EGKK ;1;5;A320;62.75
EGAA ;EGKK ;1;5;A319;58.15
EGPF ;EGPF ;1;5;A319;299.95
EGKK ;EDLE ;1;5;A319;48.55
EGGD ;EGNT ;1;5;A319;59.733333333333334
EGGD ;EGPH ;1;5;A320;60.35
EGGP ;EGGP ;1;5;A319;300.21666666666664
EGKK ;EGKK ;1;5;A320;137.61666666666667
EGPF ;EGGW ;1;5;A319;50.38333333333333
EGGD ;EGGD ;1;5;A319;167.3
EGPF ;EGPF ;1;6;A319;432.1333333333333
EGKK ;EDDH ;1;6;A319;77.33333333333333
EGPH ;EGPH ;1;6;A319;162.7
EGPF ;EGKK ;1;6;A320;75.76666666666667
EGGP ;EGGP ;1;6;A320;104.9
EGGW ;EGPF ;1;6;A319;51.916666666666664
EGAA ;EGAA ;1;6;A319;126.2
EGSS ;EGSS ;1;6;A319;206.55
EGAA ;EGGW ;1;6;A319;45.56666666666667
EGNT ;EGNT ;1;6;A319;114.46666666666667
EGGW ;EGAA ;1;6;A319;51.65
EGMC ;EGMC ;1;6;A319;162.85
EGGD ;EGGD ;1;6;A319;164.95
EGPH ;EGPH ;1;6;A319;101.95
EGNT ;EGGD ;1;6;A319;45.15
EGAA ;EGAA ;1;6;A319;133.7
EGCC ;EHAM ;1;6;A320;54.666666666666664
EGSS ;EGSS ;1;6;A320;129.0
EGKK ;EGKK ;1;6;A319;229.26666666666668
EGMC ;EGMC ;1;6;A319;136.73333333333332
LFBZ ;LFPG ;1;6;A319;75.51666666666667
EGCC ;EGCC ;1;6;A319;229.25
LFPG ;EGGW ;1;6;A319;55.083333333333336
EGPH ;EGKK ;1;7;A319;58.96666666666667
EGKK ;EGAA ;1;7;A319;213.66666666666666
EDLN ;EGKK ;1;7;A319;54.86666666666667
EGKK ;EGKK ;1;7;A319;151.86666666666667
EGSS ;EGSS ;1;7;A319;154.45
EGKK ;EGPH ;1;7;A320;59.86666666666667
EGAA ;EGGD ;1;7;A320;44.9
EHAM ;LIMN ;1;7;A319;72.26666666666667
EDLW ;EGGW ;1;8;A319;67.08333333333333
EGGW ;EGGW ;1;8;A319;144.16666666666666
EHAM ;EGCC ;1;8;A320;49.766666666666666
EGPD ;EGKK ;1;8;A319;76.81666666666666
LSZH ;EGKK ;1;8;A319;79.38333333333334
EGAA ;EGAA ;1;9;A319;197.93333333333334
LJLJ ;EGSS ;1;9;A319;106.31666666666666
LIMC ;EHAM ;1;9;A320;90.78333333333333
EGPH ;EHAM ;1;10;A320;66.1
LFPG ;EGGW ;1;10;A319;173.6
EGKK ;EGKK ;1;10;A319;214.56666666666666
EGSS ;EGSS ;1;11;A319;474.43333333333334
LFPG ;LFPG ;1;11;A319;240.65
EGGP ;EGGP ;1;11;A319;110.6
EHAM ;EGKK ;1;12;A319;55.916666666666664
EGPH ;EDDH ;1;12;A319;91.06666666666666
EGSS ;EGSS ;1;12;A319;147.13333333333333
EGMC ;EGPH ;1;12;A319;61.13333333333333
EGAA ;LFPG ;1;12;A319;82.9
EGKK ;EGKK ;1;12;A319;236.7
EGGD ;EGGD ;1;12;A319;248.06666666666666
EGPH ;LFPG ;1;12;A319;78.93333333333334
EGAA ;EGKK ;1;12;A319;56.28333333333333
EGGP ;EGGP ;1;13;A319;179.9
EGGW ;EGPF ;1;13;A319;57.416666666666664
EGKK ;EGPF ;1;13;A320;69.88333333333334
EGGW ;EDDH ;1;13;A319;62.583333333333336
EGPF ;EGKK ;1;13;A319;301.5833333333333
EGCC ;EDDH ;1;13;A319;73.01666666666667
EKCH ;EGCC ;1;13;A319;98.26666666666667
EGKK ;EGKK ;1;13;A320;137.96666666666667
EGKK ;EGKK ;1;14;A319;150.11666666666667
LFBD ;EGGW ;1;14;A319;73.78333333333333
EGGD ;EGGD ;1;14;A319;163.78333333333333
EGGW ;EGGW ;1;14;A319;164.93333333333334
LFLL ;LFMN ;1;14;A319;35.1
EGAA ;EGAA ;1;14;A319;304.55
EGGW ;EGGW ;1;14;A319;147.98333333333332
EGPH ;EGMC ;1;14;A319;61.45
EDDH ;EGPH ;1;14;A319;95.31666666666666
EGPF ;EGPF ;1;14;A319;385.48333333333335
EGNT ;EHAM ;1;14;A319;218.86666666666667
EGPH ;EGPH ;1;15;A319;302.6166666666667
LFPG ;EGKK ;1;15;A319;178.65
EGGW ;EDLW ;1;15;A319;49.0
LFPG ;EGPH ;1;15;A319;88.96666666666667
EGMC ;EGJJ ;1;15;A319;211.7
EGPF ;EGPF ;1;15;A319;361.71666666666664
EGSS ;EGSS ;1;15;A319;133.63333333333333
EGGD ;EGGD ;1;15;A319;149.88333333333333
EGGD ;EGPH ;1;15;A319;65.93333333333334
EGGW ;EGGW ;1;15;A319;334.46666666666664
EGAA ;EGAA ;1;15;A319;319.9
EGGP ;EGGP ;1;15;A320;102.9
EDDH ;EGCC ;1;15;A319;293.65
EGAA ;EGAA ;1;15;A319;108.26666666666667
EGNS ;EGGP ;1;16;A319;19.25
EGPH ;EGKK ;1;16;A320;69.83333333333333
EGNT ;EGNT ;1;16;A319;135.93333333333334
EGGP ;LFPG ;1;16;A319;61.916666666666664
EKCH ;EGSS ;1;16;A320;287.46666666666664
EGPH ;EGPH ;1;16;A319;267.75
EGCC ;LIMN ;1;16;A319;224.93333333333334
EGKK ;EGKK ;1;16;A319;173.03333333333333
EGKK ;EGKK ;1;17;A319;223.81666666666666
LFPG ;EGGD ;1;17;A319;55.766666666666666
EDLW ;EGGW ;1;17;A319;56.416666666666664
EBBR ;LIMN ;1;17;A319;56.1
EGGW ;EGGW ;1;17;A319;144.76666666666668
EDLD ;EGKK ;1;17;A319;299.76666666666665
EGKK ;EGKK ;1;17;A320;165.98333333333332
EGKK ;EGKK ;1;17;A319;158.83333333333334
